S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,Entrepreneurship,Business Strategy A-Z Course | MeanThat,1hrs 18min,12th,English/Hindi,Module 1: Introduction & Business Strategy,1.0 Introduction to Module 1: Organisational Environment,https://www.youtube.com/watch?v=bLvNaSTcX9o
2,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 1: Introduction & Business Strategy,1.1 Introduction to Business Strategy,https://www.youtube.com/watch?v=M55GDp8n6_g
3,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 1: Introduction & Business Strategy,1.2 Macro Environment of Organisation (PESTEL framework),https://www.youtube.com/watch?v=QgQYXi-g4R4
4,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 1: Introduction & Business Strategy,1.3 Industry of Organization (Porter Five Forces Framework),https://www.youtube.com/watch?v=pA7DFdwk3bs
5,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 1: Introduction & Business Strategy,1.4 Porter´s Five Forces Continued,https://www.youtube.com/watch?v=oRGqw5ydlkE
6,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 1: Introduction & Business Strategy,1.5 Industry Life Cycle,https://www.youtube.com/watch?v=IXZ0xkqwX0g
7,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 1: Introduction & Business Strategy,1.6 Blue Ocean Thinking (Competitor Analysis),https://www.youtube.com/watch?v=LXxi8DxpCmI
8,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 2: Strategic Capabilities,2.0 Introduction to Module 2: Strategic Capabilities,https://www.youtube.com/watch?v=d-9eM14iS5U
9,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 2: Strategic Capabilities,2.1 Strategic Capabilities of Organisations,https://www.youtube.com/watch?v=cHmIQqVyHaM
10,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 2: Strategic Capabilities,2.2 VRIN Model For Assessing Organisations Capabilities,https://www.youtube.com/watch?v=VFVGa-v4HjU
11,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 2: Strategic Capabilities,2.3 Organisation´s Value Chain and Value Network,https://www.youtube.com/watch?v=FqzbOvfKAoo
12,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 3: Business Strategies - Introduction & Generic Strategies,2.4 SWOT Analysis,https://www.youtube.com/watch?v=b8PZL-d0oF0
13,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 3: Business Strategies - Introduction & Generic Strategies,3.0 Introduction to Section 3: Business Strategies,https://www.youtube.com/watch?v=jdhjOfJUqIg
14,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 3: Business Strategies - Introduction & Generic Strategies,3.1 Generic Competitive Strategies,https://www.youtube.com/watch?v=GwNDdC-n0cc
15,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 3: Business Strategies - Introduction & Generic Strategies,3.2 Cost-leadership Strategy,https://www.youtube.com/watch?v=dBnZEUpFciQ
16,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 3: Business Strategies - Introduction & Generic Strategies,3.3 Differentiation Strategy,https://www.youtube.com/watch?v=I97XsAcNuQ0
17,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 3: Business Strategies - Introduction & Generic Strategies,3.4 Focus Strategy,https://www.youtube.com/watch?v=ucTjBvBHQ_s
18,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 3: Business Strategies - Introduction & Generic Strategies,3.5 The Strategy Clock,https://www.youtube.com/watch?v=D-mqpz3U-2U
19,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 3: Business Strategies - Introduction & Generic Strategies,3.6 Interactive Competitive Strategies,https://www.youtube.com/watch?v=HLzZSfuO5y4
20,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 4: Corporate Level Strategy,3.7 Game Theory for Business Strategy,https://www.youtube.com/watch?v=4-9lNz5ObeU
21,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 4: Corporate Level Strategy,4.0 Introduction Module 4: Corporate Level Strategy,https://www.youtube.com/watch?v=5UkjDMURYlI
22,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 4: Corporate Level Strategy,4.1 Strategy Directions,https://www.youtube.com/watch?v=zLcSdZs2TeA
23,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 4: Corporate Level Strategy,4.2 Diversification Drivers and Effectiveness,https://www.youtube.com/watch?v=YFJZayR5Mt8
24,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 5: Innovation,4.3 Vertical Integration,https://www.youtube.com/watch?v=EvcildVcJv8
25,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 5: Innovation,4.4 Portfolio Matrices,https://www.youtube.com/watch?v=6ocpnmOYeeE
26,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 5: Innovation,5.0 Introduction to Module 5: Innovation,https://www.youtube.com/watch?v=Aun79rL9xEY
27,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 5: Innovation,5.1 Innovation Dilemmas,https://www.youtube.com/watch?v=vfnW420Pc0I
28,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 5: Innovation,5.2 Innovation Diffusion,https://www.youtube.com/watch?v=X1JSwajAGOw
29,Entrepreneurship,Business Strategy A-Z Course | MeanThat,,12th,English/Hindi,Module 5: Innovation,5.3 Innovators and Followers,https://www.youtube.com/watch?v=y5i1pJKJL7Q
