S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,Real Estate,Data Science Project | Machine Learning Project | Real Estate Price Prediction,5hrs 12min,12th,English/Hindi,Module 1: Introduction & Data Cleaning,Machine Learning & Data Science Project - 1 : Introduction (Real Estate Price Prediction Project),https://www.youtube.com/watch?v=rdfbcdP75KI
2,Real Estate,Data Science Project | Machine Learning Project | Real Estate Price Prediction,,12th,English/Hindi,Module 1: Introduction & Data Cleaning,Machine Learning & Data Science Project - 2 : Data Cleaning (Real Estate Price Prediction Project),https://www.youtube.com/watch?v=_drqJ9SFCgU
3,Real Estate,Data Science Project | Machine Learning Project | Real Estate Price Prediction,,12th,English/Hindi,Module 2: Feature Engineering,Machine Learning & Data Science Project - 3 : Feature Engineering (Real Estate Price Prediction),https://www.youtube.com/watch?v=gMoJIH0prL4
4,Real Estate,Data Science Project | Machine Learning Project | Real Estate Price Prediction,,12th,English/Hindi,Module 2: Feature Engineering,Machine Learning & Data Science Project - 4 : Outlier Removal (Real Estate Price Prediction Project),https://www.youtube.com/watch?v=cbqZa_1vzcg
5,Real Estate,Data Science Project | Machine Learning Project | Real Estate Price Prediction,,12th,English/Hindi,Module 3: Outlier Removal & Model Building,Machine Learning & Data Science Project - 5 : Model Building (Real Estate Price Prediction Project),https://www.youtube.com/watch?v=oCiRv94GMEc
6,Real Estate,Data Science Project | Machine Learning Project | Real Estate Price Prediction,,12th,English/Hindi,Module 3: Outlier Removal & Model Building,Machine Learning & Data Science Project - 6 : Python Flask Server (Real Estate Price Prediction),https://www.youtube.com/watch?v=Q5JyawS8f5Q
7,Real Estate,Data Science Project | Machine Learning Project | Real Estate Price Prediction,,12th,English/Hindi,Module 4: Python Flask Server & Website/UI,Machine Learning & Data Science Project - 7 : Website or UI (Real Estate Price Prediction Project),https://www.youtube.com/watch?v=rD2xumR98w8
8,Real Estate,Data Science Project | Machine Learning Project | Real Estate Price Prediction,,12th,English/Hindi,Module 5: Deploy to AWS,Deploy machine learning model to production AWS (Amazon EC2 instance),https://www.youtube.com/watch?v=q8NOmLD5pTU
