S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,Graphic Design,Basic Principles of Design (Course),3hrs 10min,12th,English/Hindi,Module 1: Introduction to Design Principles,Design Principles Course Trailer | Adobe Design Principles Course,https://www.youtube.com/watch?v=4Fb3czArLNw
2,Graphic Design,Basic Principles of Design (Course),,12th,English/Hindi,Module 1: Introduction to Design Principles,Why Design is Important for Educators | Adobe Design Course,https://www.youtube.com/watch?v=-dtOutW0XGA
3,Graphic Design,Basic Principles of Design (Course),,12th,English/Hindi,Module 1: Introduction to Design Principles,Learn From the Experts | Adobe Design Course,https://www.youtube.com/watch?v=lknpztA7csI
4,Graphic Design,Basic Principles of Design (Course),,12th,English/Hindi,Module 1: Introduction to Design Principles,Understanding Emphasis & Contrast | Adobe Design Principles Course,https://www.youtube.com/watch?v=aGVgEk6N-jo
5,Graphic Design,Basic Principles of Design (Course),,12th,English/Hindi,Module 2: Emphasis and Contrast,Emphasis & Contrast in Action | Adobe Design Principles Course,https://www.youtube.com/watch?v=KjAARYTTxHk
6,Graphic Design,Basic Principles of Design (Course),,12th,English/Hindi,Module 2: Emphasis and Contrast,Understanding Color | Adobe Design Principles Course,https://www.youtube.com/watch?v=KTAMvYwGmyw
7,Graphic Design,Basic Principles of Design (Course),,12th,English/Hindi,Module 2: Emphasis and Contrast,Color in Action | Adobe Design Principles Course,https://www.youtube.com/watch?v=fCzqOvD8Gdo
8,Graphic Design,Basic Principles of Design (Course),,12th,English/Hindi,Module 3: Color Theory and Application,Understanding Visual Balance | Adobe Design Principles Course,https://www.youtube.com/watch?v=o1T-Zlvag-g
9,Graphic Design,Basic Principles of Design (Course),,12th,English/Hindi,Module 3: Color Theory and Application,Visual Balance in Action | Adobe Design Principles Course,https://www.youtube.com/watch?v=-Ah-Hv60z-s
10,Graphic Design,Basic Principles of Design (Course),,12th,English/Hindi,Module 3: Color Theory and Application,Understanding Proportion | Adobe Design Principles Course,https://www.youtube.com/watch?v=d2WzbF32r5Q
11,Graphic Design,Basic Principles of Design (Course),,12th,English/Hindi,Module 4: Balance and Proportion,The Principles of Proportion in Action | Adobe Design Principles Course,https://www.youtube.com/watch?v=j9FspICoiro
12,Graphic Design,Basic Principles of Design (Course),,12th,English/Hindi,Module 4: Balance and Proportion,Understanding the Rule of Thirds | Adobe Design Principles Course,https://www.youtube.com/watch?v=7v3wt__ZHWQ
13,Graphic Design,Basic Principles of Design (Course),,12th,English/Hindi,Module 4: Balance and Proportion,The Rule of Thirds in Action | Adobe Design Principles Course,https://www.youtube.com/watch?v=vBAhNsfinxU
14,Graphic Design,Basic Principles of Design (Course),,12th,English/Hindi,Module 5: Rule of Thirds and Composition,Understanding Alignment & Proximity | Adobe Design Principles Course,https://www.youtube.com/watch?v=s80-_fOD078
15,Graphic Design,Basic Principles of Design (Course),,12th,English/Hindi,Module 5: Rule of Thirds and Composition,Visual Alignment in Action | Adobe Design Principles Course,https://www.youtube.com/watch?v=A5WzeVC085o
16,Graphic Design,Basic Principles of Design (Course),,12th,English/Hindi,Module 5: Rule of Thirds and Composition,Understanding Repetition | Adobe Design Principles Course,https://www.youtube.com/watch?v=tdNUl4CQjj4
17,Graphic Design,Basic Principles of Design (Course),,12th,English/Hindi,"Module 6: Alignment, Proximity, Repetition",The Principles of Repetition in Action | Adobe Design Principles Course,https://www.youtube.com/watch?v=5fS9FwUvonE
18,Graphic Design,Basic Principles of Design (Course),,12th,English/Hindi,"Module 6: Alignment, Proximity, Repetition",Understanding Consistency | Adobe Design Principles Course,https://www.youtube.com/watch?v=TODh7sRG3V0
19,Graphic Design,Basic Principles of Design (Course),,12th,English/Hindi,"Module 6: Alignment, Proximity, Repetition",Visual Consistency in Action | Adobe Design Principles Course,https://www.youtube.com/watch?v=EFIp4_VpEGw
20,Graphic Design,Basic Principles of Design (Course),,12th,English/Hindi,Module 7: Consistency and Design Application,Design a Poster in Your Class | Adobe Design Principles Course,https://www.youtube.com/watch?v=VSO247xquoM
21,Graphic Design,Basic Principles of Design (Course),,12th,English/Hindi,Module 7: Consistency and Design Application,Photoshop Design Project in Your Class | Adobe Design Principles Course,https://www.youtube.com/watch?v=N4yWl1EIwlw
22,Graphic Design,Basic Principles of Design (Course),,12th,English/Hindi,Module 7: Consistency and Design Application,Visualizing Idioms Project in Your Class | Adobe Design Principles Course,https://www.youtube.com/watch?v=q4b93ryojeo
23,Graphic Design,Basic Principles of Design (Course),,12th,English/Hindi,Module 8: Design Projects and Inspiration,Public Service Announcement Class Project | Adobe Design Principles Course,https://www.youtube.com/watch?v=5TAQrmVAeAg
24,Graphic Design,Basic Principles of Design (Course),,12th,English/Hindi,Module 8: Design Projects and Inspiration,Jazz Animation Class Project | Adobe Design Principles Course,https://www.youtube.com/watch?v=l67iHA1SuKk
25,Graphic Design,Basic Principles of Design (Course),,12th,English/Hindi,Module 8: Design Projects and Inspiration,Book Design Class Project | Adobe Design Principles Course,https://www.youtube.com/watch?v=SJguo8zroek
26,Graphic Design,Basic Principles of Design (Course),,12th,English/Hindi,Module 8: Design Projects and Inspiration,Social Impact Class Video Project | Adobe Design Principles Course,https://www.youtube.com/watch?v=_9tilaPmuP0
27,Graphic Design,Basic Principles of Design (Course),,12th,English/Hindi,Module 8: Design Projects and Inspiration,Creating Zoetropes in Your Class with After Effects | Adobe Design Principles Course,https://www.youtube.com/watch?v=chOEZq7E79w
