S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,Data Science,DATA MINING (DM),26hrs 17min,12th,English/Hindi,Module 1: Introduction to Data Mining,"#1 Introduction To Data Mining, Types Of Data |DM|",https://www.youtube.com/watch?v=xEmrFePGjEg
2,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 1: Introduction to Data Mining,#2 Data Mining Functionalities |DM|,https://www.youtube.com/watch?v=YCBMSg9Ogx8
3,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 1: Introduction to Data Mining,#3 Interestingness Of Patterns - What are Interesting Patterns |DM|,https://www.youtube.com/watch?v=NntemRFHvBg
4,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 1: Introduction to Data Mining,#4 Classification Of Data Mining Systems |DM|,https://www.youtube.com/watch?v=pqDrdxeWvP8
5,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 2: Data Mining in Practice,#5 Data Mining Task Primitives |DM|,https://www.youtube.com/watch?v=JUkIBWFc3A0
6,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 2: Data Mining in Practice,#6 Integration Of Data Mining System with A Database or Data Warehouse |DM|,https://www.youtube.com/watch?v=dMSgXyw2i7o
7,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 2: Data Mining in Practice,#7 Major Issues In Data Mining |DM|,https://www.youtube.com/watch?v=M6UszNda4nM
8,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 3: Predictive Modeling,#8 Data Preprocessing In Data Mining - 4 Steps |DM|,https://www.youtube.com/watch?v=j0tqUBhs-Nc
9,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 3: Predictive Modeling,"#9 Frequent Patterns - Example, Market Basket Analysis |DM|",https://www.youtube.com/watch?v=Pxgqb53s5tQ
10,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 4: Cluster Analysis,#10 Mining Methods - APRIORI algorithm with Example |DM|,https://www.youtube.com/watch?v=CcaRfwlHyNw
11,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 4: Cluster Analysis,#11 Mining Methods - FP Growth algorithm with Example |DM|,https://www.youtube.com/watch?v=pG7KQMyY85Y
12,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 4: Cluster Analysis,#12 Mining Various Kinds Of Association Rules |DM|,https://www.youtube.com/watch?v=c9ph3S-bymQ
13,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 4: Cluster Analysis,#13 Correlation Analysis - Pearson's Correlation Coefficient |DM|,https://www.youtube.com/watch?v=Dy9urawfXos
14,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 4: Cluster Analysis,#14 Constraint Based Association Mining |DM|,https://www.youtube.com/watch?v=wmzpgKeI8QI
15,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 4: Cluster Analysis,#15 Graph Pattern Mining in Data Mining |DM|,https://www.youtube.com/watch?v=4M4e1zBGKCA
16,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 4: Cluster Analysis,#16 Sequential Pattern Mining ( SPM ) |DM|,https://www.youtube.com/watch?v=vWuVbQ_NKcY
17,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 4: Cluster Analysis,"#17 Classification & Prediction - Example, Steps |DM|",https://www.youtube.com/watch?v=erm7qdVCEgU
18,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 4: Cluster Analysis,#18 Decision Tree Induction - with Example |DM|,https://www.youtube.com/watch?v=mb3N4_pYtqE
19,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 4: Cluster Analysis,"#19 Bayesian Classification - Bayes Theorem, Naive Bayes Classifier |DM|",https://www.youtube.com/watch?v=2gee-fRGrZU
20,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 4: Cluster Analysis,#20 Rule Based Classifier with Example |DM|,https://www.youtube.com/watch?v=dMGvPY9iJDc
21,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 4: Cluster Analysis,#21 Lazy Learners In Data Mining - KNN Algorithm |DM|,https://www.youtube.com/watch?v=EZ8e-Y6hYfw
22,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 4: Cluster Analysis,"#22 Cluster Analysis - Properties, Categories Of Methods |DM|",https://www.youtube.com/watch?v=tSXCVvBmOQU
23,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 4: Cluster Analysis,#23 Types Of Data In Cluster Analysis |DM|,https://www.youtube.com/watch?v=tROVurcMqKY
24,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 4: Cluster Analysis,#24 Partitioning Clustering - K Means Algorithm |DM|,https://www.youtube.com/watch?v=190xjQHVdrE
25,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 4: Cluster Analysis,#25 Hierarchical Clustering - Agglomerative & Divisive Algorithm |DM|,https://www.youtube.com/watch?v=wl2_3DVOfKc
26,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 4: Cluster Analysis,#26 Density Based Clustering - DBSCAN Algorithm |DM|,https://www.youtube.com/watch?v=81-ATJW-EGI
27,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 4: Cluster Analysis,#27 Grid Based Clustering - STING Algorithm |DM|,https://www.youtube.com/watch?v=y4UcRLj5DPA
28,Data Science,DATA MINING (DM),,12th,English/Hindi,Module 4: Cluster Analysis,"28 Outlier Analysis, Types, Outlier Detection & Techniques |DM|",https://www.youtube.com/watch?v=aSwQjBS-Osg
