S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
41,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 11: Order I: Parties to Suits,Code of Civil Procedure 41 (O VI R 1-10) I Telegram Link in Description,https://www.youtube.com/watch?v=vhyMkqhzZe4
42,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 12: Order II: Plaint,Code of Civil Procedure 42 (O VI R 11-18) I Telegram Link in Description,https://www.youtube.com/watch?v=_3OVeOK2nH8
43,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 12: Order II: Plaint,Code of Civil Procedure 43 (O VII R 1-7) I Telegram Link in Description,https://www.youtube.com/watch?v=FyPcArwwFUk
44,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 12: Order II: Plaint,Code of Civil Procedure 44 (O VII R 8-17) I Telegram Link in Description,https://www.youtube.com/watch?v=chJYJpyiEgA
45,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 13: Order III: Appearance and Applications,Code of Civil Procedure 45 (O VIII R 1-5) I Telegram Link in Description,https://www.youtube.com/watch?v=aKvsDyYEGuM
46,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 13: Order III: Appearance and Applications,Code of Civil Procedure 46 (O VIII R 5-6A) I Telegram Link in Description,https://www.youtube.com/watch?v=4llAKlzKjM8
47,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 13: Order III: Appearance and Applications,Code of Civil Procedure 47 (O VIII R 6B-10) I Telegram Link in Description,https://www.youtube.com/watch?v=Hbum4mDMTKA
48,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 14: Order IV & V: Institution of Suits,Code of Civil Procedure 48 (O IX R 1-6) I Telegram Link in Description,https://www.youtube.com/watch?v=uG2MdZIzUlc
49,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 14: Order IV & V: Institution of Suits,"Code of Civil Procedure 49 (O IX R 6, 7, 13, 14) I Telegram Link in Description",https://www.youtube.com/watch?v=zUr0RpAUBXM
50,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 14: Order IV & V: Institution of Suits,Code of Civil Procedure 50 (O IX R 8-12) I Telegram Link in Description,https://www.youtube.com/watch?v=Fmz22lyKP3Q
51,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 15: Order VI: Pleadings,Code of Civil Procedure 51 (O X) I Telegram Link in Description,https://www.youtube.com/watch?v=WcjclUTcXCc
52,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 15: Order VI: Pleadings,Code of Civil Procedure 52 (O XI R 1-11) I Telegram Link in Description,https://www.youtube.com/watch?v=7JkjCs2wXn8
53,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 15: Order VI: Pleadings,Code of Civil Procedure 53 (O XI R 12-17) I Telegram Link in Description,https://www.youtube.com/watch?v=5FOkw3h5caA
54,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 16: Order VII: Summons,Code of Civil Procedure 54 (O XI R 18-23) I Telegram Link in Description,https://www.youtube.com/watch?v=IPWqXdq7Fq4
55,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 16: Order VII: Summons,Code of Civil Procedure 55 (O XII R 1-3A) I Telegram Link in Description,https://www.youtube.com/watch?v=Fck4knwYfl8
56,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 16: Order VII: Summons,Code of Civil Procedure 56 (O XII R 4-9) I Telegram Link in Description,https://www.youtube.com/watch?v=J6X4c6x0L-k
57,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 17: Order VIII: Written Statements and Set-off,Code of Civil Procedure 57 (O XIII R 1-5) I Telegram Link in Description,https://www.youtube.com/watch?v=oPEQ1j4i-Ho
58,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 17: Order VIII: Written Statements and Set-off,Code of Civil Procedure 58 (O XIII R 6-11) I Telegram Link in Description,https://www.youtube.com/watch?v=kxlF3HOP0SM
59,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 17: Order VIII: Written Statements and Set-off,Code of Civil Procedure 59 (Order XIV R 1-2) I Telegram Link in Description,https://www.youtube.com/watch?v=JDK6hZWVCWY
60,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 18: Order IX: Appearance and Non-Appearance,Code of Civil Procedure 60 (Order XIV R 3-7) I Telegram Link in Description,https://www.youtube.com/watch?v=uaulPkYMKgE
61,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 18: Order IX: Appearance and Non-Appearance,Code of Civil Procedure 61 (Order XV) I Telegram Link in Description,https://www.youtube.com/watch?v=CZU7oe0KAYk
62,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 18: Order IX: Appearance and Non-Appearance,Code of Civil Procedure 62 (Order XVI  R 1-7A) I Telegram Link in Description,https://www.youtube.com/watch?v=tWIHyPELsNA
63,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 19: Order X & XI: Discovery,Code of Civil Procedure 63 (O XVI R 8-12) I Telegram Link in Description,https://www.youtube.com/watch?v=Ztq7j-DT0Vs
64,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 19: Order X & XI: Discovery,Code of Civil Procedure 64 (Order XVI R 13-21) I Telegram Link in Description,https://www.youtube.com/watch?v=Ppsn9CHqBxE
65,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 19: Order X & XI: Discovery,Code of Civil Procedure 65 (Order XVIA) I Telegram Link in Description,https://www.youtube.com/watch?v=QDnTIG_lL0s
66,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 20: Order XII: Admissions,Code of Civil Procedure 66 (Order XVII) I Telegram Link in Description,https://www.youtube.com/watch?v=JaXBu8SzeIQ
67,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 20: Order XII: Admissions,Code of Civil Procedure 67 (Order XVIII (1)) I Telegram Link in Description,https://www.youtube.com/watch?v=5qJouh1tklQ
68,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 20: Order XII: Admissions,Code of Civil Procedure 68 (Order XVIII (2)) I Telegram Link in Description,https://www.youtube.com/watch?v=-c6covNyLfs
69,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 21: Order XIII: Production and Impounding Documents,Code of Civil Procedure 69 (Order XVIII (3)) I Telegram Link in Description,https://www.youtube.com/watch?v=RK8pEk9hwN0
70,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 21: Order XIII: Production and Impounding Documents,Code of Civil Procedure 70 (O XIX) I Telegram Link in Description,https://www.youtube.com/watch?v=OkzfrRrktRg
71,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 21: Order XIII: Production and Impounding Documents,Code of Civil Procedure 71 (O XX R 1-6) I Telegram Link in Description,https://www.youtube.com/watch?v=Ei_qaphoj4s
72,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 22: Order XIV & XV: Settlement and Issues,Code of Civil Procedure 72 (O XX R 6A-12A) I Telegram Link in Description,https://www.youtube.com/watch?v=hZQFEVCCFHE
73,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 22: Order XIV & XV: Settlement and Issues,Code of Civil Procedure 73 (O XX R 13-16) I Telegram Link in Description,https://www.youtube.com/watch?v=xLzYQ5D7yP0
74,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 22: Order XIV & XV: Settlement and Issues,"Code of Civil Procedure 74 (O XX R 17-19, O XXA) I Telegram Link in Description",https://www.youtube.com/watch?v=N-D7FFLfIeM
75,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 23: Order XVI:  Summoning and Attendance of Witnesses,"Code of Civil Procedure 75 (Order XXI R 5, 6, 10, 11) I Telegram Link in Description",https://www.youtube.com/watch?v=eBpMMvWyd-c
76,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 23: Order XVI:  Summoning and Attendance of Witnesses,Code of Civil Procedure 76 (Order XXI R 15-19) I Telegram Link in Description,https://www.youtube.com/watch?v=E2Nt77WjGkE
77,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 23: Order XVI:  Summoning and Attendance of Witnesses,"Code of Civil Procedure 77 (Order XXI R 24, 25, 26, 31, 35) I Telegram Link in Description",https://www.youtube.com/watch?v=-_qvspzvkW8
78,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 24: Order XVII & XVIII: Adjournments and Hearing,"Code of Civil Procedure 78 (Order XXI R 41, 43, 44, 54, 55) I Telegram Link in Description",https://www.youtube.com/watch?v=fn3yAfVGM0A
79,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 24: Order XVII & XVIII: Adjournments and Hearing,"Code of Civil Procedure 79 (Order XXI R 64, 65, 72, 89-92) I Telegram Link in Description",https://www.youtube.com/watch?v=hg_CmsIG4Ho
80,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 24: Order XVII & XVIII: Adjournments and Hearing,Code of Civil Procedure 80 (Order XXII R 1-4) I Telegram Link in Description,https://www.youtube.com/watch?v=yjSz8pkyCTk
81,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 25: Order XIX & XX: Affidavits and Judgments,Code of Civil Procedure 81 (Order XXII R 4A-9) I Telegram Link in Description,https://www.youtube.com/watch?v=Zf7AaRMs8Aw
82,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 25: Order XIX & XX: Affidavits and Judgments,Code of Civil Procedure 82 (Order XXII R 10-12) I Telegram Link in Description,https://www.youtube.com/watch?v=vlrTOLA5rPg
83,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 25: Order XIX & XX: Affidavits and Judgments,"Code of Civil Procedure 84 (Order XXIII R 3-4, XXIV) I Telegram Link in Description",https://www.youtube.com/watch?v=XIopd6XTQcg
84,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 26: Order XXI: Execution of Decrees,Code of Civil Procedure 85 (Order XXV) I Telegram Link in Description,https://www.youtube.com/watch?v=xUQDFbpHtCo
85,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 26: Order XXI: Execution of Decrees,Code of Civil Procedure 86 (Order XXVI R 1-8) I Telegram Link in Description,https://www.youtube.com/watch?v=iqwRkQDxMcU
86,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 26: Order XXI: Execution of Decrees,Code of Civil Procedure 87 (Order XXVI R 9-14) I Telegram Link in Description,https://www.youtube.com/watch?v=eLKKO1evwkw
87,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,"Module 27: Order XXII: Death, Marriage, and Insolvency",Code of Civil Procedure 88 (Order XXVI R 15-22) I Telegram Link in Description,https://www.youtube.com/watch?v=lVEWV_6_83U
88,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,"Module 27: Order XXII: Death, Marriage, and Insolvency",Code of Civil Procedure 89 (Order XXVII R 1-7) I Telegram Link in Description,https://www.youtube.com/watch?v=QfPd7-ql9co
89,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,"Module 27: Order XXII: Death, Marriage, and Insolvency","Code of Civil Procedure 90 (Order XXVII R 8-8B, XXVIIA) I Telegram Link in Description",https://www.youtube.com/watch?v=M72Tc8H-8lY
90,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,"Module 28: Orders XXIII-XXV: Withdrawal, Commissions, and Interrogatories",Code of Civil Procedure 91 (Order XXIX) I Telegram Link in Description,https://www.youtube.com/watch?v=Y0fYirSNBg8
91,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,"Module 28: Orders XXIII-XXV: Withdrawal, Commissions, and Interrogatories",Code of Civil Procedure 92 (Order XXX R 1-3) I Telegram Link in Description,https://www.youtube.com/watch?v=2d3zALTZyKk
92,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,"Module 28: Orders XXIII-XXV: Withdrawal, Commissions, and Interrogatories",Code of Civil Procedure 93 (Order XXX R 4-10) I Telegram Link in Description,https://www.youtube.com/watch?v=JuQDuamJGUA
93,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 29: Order XXVI & XXVII: Security and Sales,Code of Civil Procedure 94 (Order XXXI) I Telegram Link in Description,https://www.youtube.com/watch?v=piuXwFIh-3E
94,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 29: Order XXVI & XXVII: Security and Sales,Code of Civil Procedure 95 (Order XXXII R 1-3) I Telegram Link in Description,https://www.youtube.com/watch?v=U6VIgcnCqA4
95,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 29: Order XXVI & XXVII: Security and Sales,Code of Civil Procedure 96 (Order XXXII R 3A-9) I Telegram Link in Description,https://www.youtube.com/watch?v=eXzxMTq96_U
96,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 30: Orders XXVIII-XXXI: Suits by or Against Minors,Code of Civil Procedure 97 (Order XXXII R 10-16) I Telegram Link in Description,https://www.youtube.com/watch?v=fSoEKkC29jc
97,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 30: Orders XXVIII-XXXI: Suits by or Against Minors,Code of Civil Procedure 98 (Order XXXIIA) I Telegram Link in Description,https://www.youtube.com/watch?v=u3-Ll_fV_74
98,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 30: Orders XXVIII-XXXI: Suits by or Against Minors,Code of Civil Procedure 99 (Order XXXIII R 1-5) I Telegram Link in Description,https://www.youtube.com/watch?v=oT9HzavRcQQ
99,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 31: Order XXXII: Suits by Indigent Persons,Code of Civil Procedure 100 (Order XXXIII R 6-10) I Telegram Link in Description,https://www.youtube.com/watch?v=fzh330bkEqo
100,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 31: Order XXXII: Suits by Indigent Persons,Code of Civil Procedure 101 (Order XXXIII R 11-18) I Telegram Link in Description,https://www.youtube.com/watch?v=r5qzjbzJj-E
101,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 31: Order XXXII: Suits by Indigent Persons,Code of Civil Procedure 102 (Order XXXIV R 1-3) I Telegram Link in Description,https://www.youtube.com/watch?v=YHL9VcXec0o
102,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 32: Order XXXIII & XXXIV: Suits Relating to Mortgages,Code of Civil Procedure 103 (Order XXXIV R 4-8A) I Telegram Link in Description,https://www.youtube.com/watch?v=aP55fVeY9gQ
103,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 32: Order XXXIII & XXXIV: Suits Relating to Mortgages,Code of Civil Procedure 104 (Order XXXIV R 9-15) I Telegram Link in Description,https://www.youtube.com/watch?v=xnVDkNJ99JE
104,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 32: Order XXXIII & XXXIV: Suits Relating to Mortgages,Code of Civil Procedure 105 (Order XXXV) I Telegram Link in Description,https://www.youtube.com/watch?v=sI24KUCfxV0
105,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,"Module 33: Orders XXXV-XXXVIII: Interpleader, Supplemental Proceedings","Code of Civil Procedure 106 (Order XXXVI, XXXVII R 1-3) I Telegram Link in Description",https://www.youtube.com/watch?v=CKMD8rlh3zs
106,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,"Module 33: Orders XXXV-XXXVIII: Interpleader, Supplemental Proceedings",Code of Civil Procedure 107 (Order XXXVII R 3-7) I Telegram Link in Description,https://www.youtube.com/watch?v=ZnE6eDoBrqQ
107,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,"Module 33: Orders XXXV-XXXVIII: Interpleader, Supplemental Proceedings",Code of Civil Procedure 108 (Order XXXVIII R 1-5) I Telegram Link in Description,https://www.youtube.com/watch?v=bFaUYr2vbJE
108,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,"Module 34: Orders XXXIX-XLII: Arrest, Attachment, Injunctions",Code of Civil Procedure 109 (Order XXXVIII R 6-13) I Telegram Link in Description,https://www.youtube.com/watch?v=dBWhuxR4GYQ
109,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,"Module 34: Orders XXXIX-XLII: Arrest, Attachment, Injunctions",Code of Civil Procedure 110 (Order XXXIX R 1-5) I Telegram Link in Description,https://www.youtube.com/watch?v=WdKOi6M4H50
110,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,"Module 34: Orders XXXIX-XLII: Arrest, Attachment, Injunctions",Code of Civil Procedure 111 (Order XXXIX R 6-10) I Telegram Link in Description,https://www.youtube.com/watch?v=BVEzn1IhlrM
111,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,"Module 35: Orders XLIII-XLVIII: Appeals, References, and Review",Code of Civil Procedure 112 (Order XL) I Telegram Link in Description,https://www.youtube.com/watch?v=OrQ9x1jntqk
112,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,"Module 35: Orders XLIII-XLVIII: Appeals, References, and Review",Code of Civil Procedure 113 (Order XLI) I Telegram Link in Description,https://www.youtube.com/watch?v=yCL_ZJG9Fx4
113,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,"Module 35: Orders XLIII-XLVIII: Appeals, References, and Review",Code of Civil Procedure 83 (Order XXIII R 1-2) I Telegram Link in Description,https://www.youtube.com/watch?v=5Lg0AdMYiVE
114,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,"Module 35: Orders XLIII-XLVIII: Appeals, References, and Review",Code of Civil Procedure 114 (Order XLI R 5-8) I Telegram Link in Description,https://www.youtube.com/watch?v=LiKEluWDnT4
115,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,"Module 35: Orders XLIII-XLVIII: Appeals, References, and Review",Code of Civil Procedure 115 (XLI R 9-17) I Telegram Link in Description,https://www.youtube.com/watch?v=oELmpPDSQxc
116,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,"Module 35: Orders XLIII-XLVIII: Appeals, References, and Review",Code of Civil Procedure 116 (Order XLI R 19-25) I Telegram Link in Description,https://www.youtube.com/watch?v=Dv88FFDnLqs
117,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,"Module 35: Orders XLIII-XLVIII: Appeals, References, and Review",Code of Civil Procedure 117 (Order XLI R 26-37) I Telegram Link in Description,https://www.youtube.com/watch?v=ikRrz8p3rMQ
118,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,"Module 35: Orders XLIII-XLVIII: Appeals, References, and Review","Code of Civil Procedure 118 (XLII, XLIII, XLIV) I Telegram Link in Description",https://www.youtube.com/watch?v=efFPpSvfiTI
119,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,"Module 35: Orders XLIII-XLVIII: Appeals, References, and Review",Code of Civil Procedure 119 (Order XLV R 1-12) I Telegram Link in Description,https://www.youtube.com/watch?v=cLe9ecTLsmc
120,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,"Module 35: Orders XLIII-XLVIII: Appeals, References, and Review","Code of Civil Procedure 120 (Order XLV R 14-16, Order XLVI) I Telegram Link in Description",https://www.youtube.com/watch?v=6_eRp_wtS6w
121,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,"Module 35: Orders XLIII-XLVIII: Appeals, References, and Review",Code of Civil Procedure 121 (Order XLVII) I Telegram Link in Description,https://www.youtube.com/watch?v=JYlEdMVdGn8
