S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,Law,Code of Civil Procedure | 2022,191hrs 20min,12th,English/Hindi,Module 1: Introduction to Code of Civil Procedure,Code of Civil Procedure 01 (Sections 1 & 2) I Telegram Link in Description,https://www.youtube.com/watch?v=cqm5e70UtL0
2,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 1: Introduction to Code of Civil Procedure,Code of Civil Procedure 02 (Sections 2-10) I Telegram Link in Description,https://www.youtube.com/watch?v=_XyYV1eOQbc
3,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 1: Introduction to Code of Civil Procedure,Code of Civil Procedure 03 (Section 11) I Telegram Link in Description,https://www.youtube.com/watch?v=cIzIyiEvnUs
4,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 1: Introduction to Code of Civil Procedure,Code of Civil Procedure 04 (Sections 11-12) I Telegram Link in Description,https://www.youtube.com/watch?v=xXrZJ6-vXAM
5,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 2: Jurisdiction and Commencement of Proceedings,Code of Civil Procedure 05 (Sections 13-17) I Telegram Link in Description,https://www.youtube.com/watch?v=cT_OTOVbOmM
6,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 2: Jurisdiction and Commencement of Proceedings,Code of Civil Procedure 06 (Sections 18-22) I Telegram Link in Description,https://www.youtube.com/watch?v=GuEZH81-Xhc
7,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 2: Jurisdiction and Commencement of Proceedings,Code of Civil Procedure 07 (Sections 23-28) I Telegram Link in Description,https://www.youtube.com/watch?v=QzDS85wS2LU
8,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 2: Jurisdiction and Commencement of Proceedings,Code of Civil Procedure 08 (Sections 29-34) I Telegram Link in Description,https://www.youtube.com/watch?v=B0VQNfkuCKc
9,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 3: Parties and Representation,Code of Civil Procedure 09 (Sections 35-35A) I Telegram Link in Description,https://www.youtube.com/watch?v=ytICnR07o8k
10,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 3: Parties and Representation,Code of Civil Procedure 10 (Sections 35B-39) I Telegram Link in Description,https://www.youtube.com/watch?v=Uj03kwEhZEs
11,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 3: Parties and Representation,Code of Civil Procedure 11 (Sections 40-44A) I Telegram Link in Description,https://www.youtube.com/watch?v=ntWqsObwoM0
12,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 3: Parties and Representation,Code of Civil Procedure 12 (Sections 45-50) I Telegram Link in Description,https://www.youtube.com/watch?v=n2USBNp8CKk
13,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 4:  Pleadings,Code of Civil Procedure 13 (Sections 51-52) I Telegram Link in Description,https://www.youtube.com/watch?v=kySzX0EeKlA
14,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 4:  Pleadings,Code of Civil Procedure 14 (Sections 53-59) I Telegram Link in Description,https://www.youtube.com/watch?v=B68Pdmin1TU
15,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 4:  Pleadings,Code of Civil Procedure 15 (Sections 60) I Telegram Link in Description,https://www.youtube.com/watch?v=3Trn25cs7dg
16,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 4:  Pleadings,Code of Civil Procedure 16 (Sections 61-65) I Telegram Link in Description,https://www.youtube.com/watch?v=wCzVoc52vMo
17,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 5: Appearance and Discovery,Code of Civil Procedure 17 (Sections 67-74) I Telegram Link in Description,https://www.youtube.com/watch?v=faHqmWBgll4
18,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 5: Appearance and Discovery,Code of Civil Procedure 18 (Sections 75-80) I Telegram Link in Description,https://www.youtube.com/watch?v=8Un7I82EIl8
19,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 5: Appearance and Discovery,Code of Civil Procedure 19 (Sections 81-85) I Telegram Link in Description,https://www.youtube.com/watch?v=SQCetUNjKec
20,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 5: Appearance and Discovery,Code of Civil Procedure 20 (Sections 86-87A) I Telegram Link in Description,https://www.youtube.com/watch?v=lcweNrlY740
21,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 6: Interim Orders and Injunctions,Code of Civil Procedure 21 (Sections 87B-89) I Telegram Link in Description,https://www.youtube.com/watch?v=dom2z9QE8p4
22,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 6: Interim Orders and Injunctions,Code of Civil Procedure 22 (Sections 89-93) I Telegram Link in Description,https://www.youtube.com/watch?v=Rij8kyzqIII
23,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 6: Interim Orders and Injunctions,Code of Civil Procedure 23 (Sections 94-98) I Telegram Link in Description,https://www.youtube.com/watch?v=OuJY6U8QWoQ
24,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 7: Trial and Evidence,Code of Civil Procedure 24 (Sections 99-100) I Telegram Link in Description,https://www.youtube.com/watch?v=O7Yx65Ebr2g
25,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 7: Trial and Evidence,Code of Civil Procedure 25 (Sections 100A-106) I Telegram Link in Description,https://www.youtube.com/watch?v=Ucpo7CmaLiU
26,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 7: Trial and Evidence,Code of Civil Procedure 26 (Sections 107-112) I Telegram Link in Description,https://www.youtube.com/watch?v=OskBOhChmNA
27,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 7: Trial and Evidence,Code of Civil Procedure 27 (Sections 113-115) I Telegram Link in Description,https://www.youtube.com/watch?v=iOn5op9T5Ok
28,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 8: Judgments and Decrees,Code of Civil Procedure 28 (Sections 132-135A) I Telegram Link in Description,https://www.youtube.com/watch?v=JxU098VS220
29,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 8: Judgments and Decrees,Code of Civil Procedure 29 (Sections 136-142) I Telegram Link in Description,https://www.youtube.com/watch?v=i_ZWXbinvNE
30,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 8: Judgments and Decrees,Code of Civil Procedure 30 (Sections 144-148) I Telegram Link in Description,https://www.youtube.com/watch?v=U1XuduqsH1o
31,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 9: Execution,Code of Civil Procedure 31 (Sections 148A-150) I Telegram Link in Description,https://www.youtube.com/watch?v=R_WVPAmTDq8
32,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 9: Execution,Code of Civil Procedure 32 (Sections 151-152) I Telegram Link in Description,https://www.youtube.com/watch?v=wdSGJ9KhdSU
33,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 9: Execution,"Code of Civil Procedure 33 (Sections 153A-158, Order I Rule 1) I Telegram Link in Description",https://www.youtube.com/watch?v=5c2CR7mkLDc
34,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 9: Execution,Code of Civil Procedure 34 (Order I Rules 2-8) I Telegram Link in Description,https://www.youtube.com/watch?v=OH_n2_JgUOQ
35,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 10: Appeals,Code of Civil Procedure 35 (Order I R 8A-10A) I Telegram Link in Description,https://www.youtube.com/watch?v=REMm5d8rBFE
36,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 10: Appeals,Code of Civil Procedure 36 (Order I R 10A-13. Order II R 1-2) I Telegram Link in Description,https://www.youtube.com/watch?v=WmWPSSNO-Gk
37,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 10: Appeals,Code of Civil Procedure 37 (Order II R 3-7) I Telegram Link in Description,https://www.youtube.com/watch?v=vQbcZ42cb9k
38,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 11: Order I: Parties to Suits,Code of Civil Procedure 38 (Order III R 1-6) I Telegram Link in Description,https://www.youtube.com/watch?v=xAR6DF1d2w8
39,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 11: Order I: Parties to Suits,"Code of Civil Procedure 39 (Order IV, Order V R 1-9) I Telegram Link in Description",https://www.youtube.com/watch?v=hwjG3HIv22c
40,Law,Code of Civil Procedure | 2022,,12th,English/Hindi,Module 11: Order I: Parties to Suits,Code of Civil Procedure 40 (Order V R 9A-30) I Telegram Link in Description,https://www.youtube.com/watch?v=qnL8c8IwT1I
