S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
105,Mathematics,Real Analysis (Full Course),,12th,English/Hindi,Module 35: Lipschitz Function - Bounded Variation of functions,Lecture 104 | Riemann Integration - 3  | R.A.| IIT JAM | CSIR NET | GATE | Vivek maths,https://www.youtube.com/watch?v=-dfr5UvzNew
106,Mathematics,Real Analysis (Full Course),,12th,English/Hindi,Module 35: Lipschitz Function - Bounded Variation of functions,Lecture 104 | Riemann Integration - 3  | R.A.| IIT JAM | CSIR NET | GATE | Vivek maths,https://www.youtube.com/watch?v=HvuOZhEYDpU
107,Mathematics,Real Analysis (Full Course),,12th,English/Hindi,Module 35: Lipschitz Function - Bounded Variation of functions,Lecture 105 | Riemann Integration - 4  | R.A.| IIT JAM | CSIR NET | GATE | Vivek maths,https://www.youtube.com/watch?v=hcxLobeBqlc
108,Mathematics,Real Analysis (Full Course),,12th,English/Hindi,Module 36: Bounded Variation of functions - Riemann Integration,Lecture 106 | Riemann Integration - 5  | R.A.| IIT JAM | CSIR NET | GATE | Vivek maths,https://www.youtube.com/watch?v=frH0wvRxSh4
109,Mathematics,Real Analysis (Full Course),,12th,English/Hindi,Module 36: Bounded Variation of functions - Riemann Integration,Lecture 107 | Fundamental Theorem of Calculus - 1 | R.A.| IIT JAM | CSIR NET | GATE | Vivek maths,https://www.youtube.com/watch?v=QP1v8b2c9tg
110,Mathematics,Real Analysis (Full Course),,12th,English/Hindi,Module 36: Bounded Variation of functions - Riemann Integration,Lecture 108 | Fundamental Theorem of Calculus - 2 | R.A.| IIT JAM | CSIR NET | GATE | Vivek maths,https://www.youtube.com/watch?v=F5PRQxVSEJA
111,Mathematics,Real Analysis (Full Course),,12th,English/Hindi,Module 37: Riemann Integration,Lecture 109 | Sequence and Series of Functions - 1 | R.A.| IIT JAM | CSIR NET | GATE | Vivek maths,https://www.youtube.com/watch?v=egzy1WivCSA
112,Mathematics,Real Analysis (Full Course),,12th,English/Hindi,Module 37: Riemann Integration,Lecture 110 | Sequence and Series of Functions - 2 | R.A.| IIT JAM | CSIR NET | GATE | Vivek maths,https://www.youtube.com/watch?v=rTaXMNimOAU
113,Mathematics,Real Analysis (Full Course),,12th,English/Hindi,Module 37: Riemann Integration,Lecture 111 | Sequence and Series of Functions - 3 | R.A.| IIT JAM | CSIR NET | GATE | Vivek maths,https://www.youtube.com/watch?v=OmMdF1HexbE
114,Mathematics,Real Analysis (Full Course),,12th,English/Hindi,Module 38: Riemann Integration - Fundamental Theorem of Calculus,Lecture 112 | Sequence and Series of Functions - 4 | R.A.| IIT JAM | CSIR NET | GATE | Vivek maths,https://www.youtube.com/watch?v=v6yU-vL2jEQ
115,Mathematics,Real Analysis (Full Course),,12th,English/Hindi,Module 38: Riemann Integration - Fundamental Theorem of Calculus,Lecture 113 | Series of Functions - 1 | R.A.| IIT JAM | CSIR NET | GATE | Vivek maths,https://www.youtube.com/watch?v=J9OhFJ_d7q4
116,Mathematics,Real Analysis (Full Course),,12th,English/Hindi,Module 38: Riemann Integration - Fundamental Theorem of Calculus,Lecture 113 | Series of Functions - 1 | R.A.| IIT JAM | CSIR NET | GATE | Vivek maths,https://www.youtube.com/watch?v=lEG9WTVWGmE
117,Mathematics,Real Analysis (Full Course),,12th,English/Hindi,Module 39: Sequence and Series of Functions,Lecture 114 | Series of Functions - 2 | R.A.| IIT JAM | CSIR NET | GATE | Vivek maths,https://www.youtube.com/watch?v=xvnPZTKTzXI
