S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,Statistics,Probability Theory,14hrs 12min,12th,English/Hindi,Module 1: Introduction to Probability,Probability Theory 1 | Introduction (including R),https://www.youtube.com/watch?v=wgV0rjJqpqI
2,Statistics,Probability Theory,,12th,English/Hindi,Module 1: Introduction to Probability,Probability Theory 2 | Probability Measures,https://www.youtube.com/watch?v=u5IouBwYji4
3,Statistics,Probability Theory,,12th,English/Hindi,Module 1: Introduction to Probability,Probability Theory 3 | Discrete vs. Continuous Case,https://www.youtube.com/watch?v=XZHi51f-B9A
4,Statistics,Probability Theory,,12th,English/Hindi,Module 1: Introduction to Probability,Probability Theory 4 | Binomial Distribution,https://www.youtube.com/watch?v=56zbWxJ3ono
5,Statistics,Probability Theory,,12th,English/Hindi,Module 2: Product Probability Spaces,Probability Theory 5 | Product Probability Spaces,https://www.youtube.com/watch?v=7WvdpFqptZk
6,Statistics,Probability Theory,,12th,English/Hindi,Module 2: Product Probability Spaces,Probability Theory 6 | Hypergeometric Distribution,https://www.youtube.com/watch?v=XV1w87Qkgls
7,Statistics,Probability Theory,,12th,English/Hindi,Module 2: Product Probability Spaces,Probability Theory 7 | Conditional Probability,https://www.youtube.com/watch?v=FQEjTqenTkw
8,Statistics,Probability Theory,,12th,English/Hindi,Module 2: Product Probability Spaces,Probability Theory 8 | Bayes's Theorem and Total Probability,https://www.youtube.com/watch?v=Y-MOGLJLlnY
9,Statistics,Probability Theory,,12th,English/Hindi,Module 3: Independence for Events,Probability Theory 9 | Independence for Events,https://www.youtube.com/watch?v=4GfcBpoibig
10,Statistics,Probability Theory,,12th,English/Hindi,Module 3: Independence for Events,Probability Theory 10 | Random Variables,https://www.youtube.com/watch?v=WPk-YahKyoE
11,Statistics,Probability Theory,,12th,English/Hindi,Module 3: Independence for Events,Probability Theory 11 | Distribution of a Random Variable,https://www.youtube.com/watch?v=UOp3kFj0slo
12,Statistics,Probability Theory,,12th,English/Hindi,Module 3: Independence for Events,Probability Theory 12 | Cumulative Distribution Function,https://www.youtube.com/watch?v=N3iXUaRhyt8
13,Statistics,Probability Theory,,12th,English/Hindi,Module 4: Independence for Random Variables,Probability Theory 13 | Independence for Random Variables,https://www.youtube.com/watch?v=lawe9TT1p18
14,Statistics,Probability Theory,,12th,English/Hindi,Module 4: Independence for Random Variables,Probability Theory 14 | Expectation and Change-of-Variables,https://www.youtube.com/watch?v=EhVbqe8J_Ww
15,Statistics,Probability Theory,,12th,English/Hindi,Module 4: Independence for Random Variables,Probability Theory 15 | Properties of the Expectation,https://www.youtube.com/watch?v=FGoEgJYsNRg
16,Statistics,Probability Theory,,12th,English/Hindi,Module 4: Independence for Random Variables,Probability Theory 16 | Variance,https://www.youtube.com/watch?v=lVEIHSM4ih8
17,Statistics,Probability Theory,,12th,English/Hindi,Module 5: Standard Deviation,Probability Theory 17 | Standard Deviation,https://www.youtube.com/watch?v=M3BggqD2L2U
18,Statistics,Probability Theory,,12th,English/Hindi,Module 5: Standard Deviation,Probability Theory 18 | Properties of Variance and Standard Deviation,https://www.youtube.com/watch?v=f0G2nZQxe08
19,Statistics,Probability Theory,,12th,English/Hindi,Module 5: Standard Deviation,Probability Theory 19 | Covariance and Correlation,https://www.youtube.com/watch?v=0XvJ6NOemEU
20,Statistics,Probability Theory,,12th,English/Hindi,Module 6: Marginal Distributions,Probability Theory 20 | Marginal Distributions,https://www.youtube.com/watch?v=wJf1mJoxZk8
21,Statistics,Probability Theory,,12th,English/Hindi,Module 6: Marginal Distributions,Probability Theory 21 | Conditional Expectation (given events),https://www.youtube.com/watch?v=GDQW5AC0SDQ
22,Statistics,Probability Theory,,12th,English/Hindi,Module 6: Marginal Distributions,Probability Theory 22 | Conditional Expectation (given random variables),https://www.youtube.com/watch?v=fGimZIt-NxI
23,Statistics,Probability Theory,,12th,English/Hindi,Module 6: Marginal Distributions,Probability Theory 23 | Stochastic Processes,https://www.youtube.com/watch?v=N8OZSyCvaU4
24,Statistics,Probability Theory,,12th,English/Hindi,Module 6: Marginal Distributions,Probability Theory 24 | Markov Chains,https://www.youtube.com/watch?v=hDx2vL0-IbE
