Unnamed: 0,sector,name of course,module_name,Video Title,video_link_to_embed,BASIC_ADVANCED
491,Aerospace & Aviation,Introduction to Aircraft Design,Module 9: Propulsion System and Tail Plane Layout,Lecture 35 : Tail Plane Layout,https://www.youtube.com/watch?v=-5f8L0Muja0,BASIC
492,Aerospace & Aviation,Introduction to Aircraft Design,Module 10: Introduction to OpenVSP and Initial Sizing,Lecture 36 : Landing Gear Layout- Part-01,https://www.youtube.com/watch?v=gzSrrPSX0zM,BASIC
493,Aerospace & Aviation,Introduction to Aircraft Design,Module 10: Introduction to OpenVSP and Initial Sizing,Lecture 37 : Landing Gear Layout- Part- 02,https://www.youtube.com/watch?v=C2dMVh_DoI4,BASIC
494,Aerospace & Aviation,Introduction to Aircraft Design,Module 10: Introduction to OpenVSP and Initial Sizing,Lecture 38 : Landing Gear of some Famous Aircraft,https://www.youtube.com/watch?v=4Jhn6z_9l-8,BASIC
495,Aerospace & Aviation,Introduction to Aircraft Design,Module 10: Introduction to OpenVSP and Initial Sizing,Lecture 39 : Tutorial on OpenVSP,https://www.youtube.com/watch?v=JvjSTtAwWZ0,BASIC
496,Aerospace & Aviation,Introduction to Aircraft Design,Module 11: Estimation of Fuel Weight Fractions,Lecture 40 : Initial Sizing in Aircraft Design,https://www.youtube.com/watch?v=DRjRLHw2iFM,BASIC
497,Aerospace & Aviation,Introduction to Aircraft Design,Module 11: Estimation of Fuel Weight Fractions,Lecture 41 : Take-off weight build up,https://www.youtube.com/watch?v=qvNmhkmzKdI,BASIC
498,Aerospace & Aviation,Introduction to Aircraft Design,Module 11: Estimation of Fuel Weight Fractions,Lecture 42 : Estimation of Empty Weight Fraction,https://www.youtube.com/watch?v=yAHirXAOO2g,BASIC
499,Aerospace & Aviation,Introduction to Aircraft Design,Module 11: Estimation of Fuel Weight Fractions,Lecture 43 : Estimation of Mission Segment Weights,https://www.youtube.com/watch?v=BfGMq-i9GZk,BASIC
500,Aerospace & Aviation,Introduction to Aircraft Design,Module 12: Tutorial on Initial Sizing of Transport Aircraft,Lecture 44 : Estimation of Fuel Weight Fractions,https://www.youtube.com/watch?v=2NR2eFxaK74,BASIC
501,Aerospace & Aviation,Introduction to Aircraft Design,Module 12: Tutorial on Initial Sizing of Transport Aircraft,Lecture 45 : Estimation of maximum L/D,https://www.youtube.com/watch?v=aobH5JOzALc,BASIC
502,Aerospace & Aviation,Introduction to Aircraft Design,Module 12: Tutorial on Initial Sizing of Transport Aircraft,Lecture 46 : Estimation of engine parameters,https://www.youtube.com/watch?v=oOfe6WuBPjw,BASIC
503,Aerospace & Aviation,Introduction to Aircraft Design,Module 12: Tutorial on Initial Sizing of Transport Aircraft,Lecture 47 : Estimation of Design gross weight,https://www.youtube.com/watch?v=Yx39J6BFXgc,BASIC
504,Aerospace & Aviation,Introduction to Aircraft Design,Module 13: Drag Estimation of Military Aircraft,Lecture 48 : Tutorial on Initial Sizing of Transport Aircraft,https://www.youtube.com/watch?v=NXrdu7AezdM,BASIC
505,Aerospace & Aviation,Introduction to Aircraft Design,Module 13: Drag Estimation of Military Aircraft,Lecture 49 : Tutorial on Initial Sizing of Military Aircraft,https://www.youtube.com/watch?v=JEI13-mZRvU,BASIC
506,Aerospace & Aviation,Introduction to Aircraft Design,Module 13: Drag Estimation of Military Aircraft,Lecture 50 : Subsonic Parasite Drag Estimation,https://www.youtube.com/watch?v=lslX-P6HxEI,BASIC
507,Aerospace & Aviation,Introduction to Aircraft Design,Module 13: Drag Estimation of Military Aircraft,Lecture 51 : Component Buildup Method,https://www.youtube.com/watch?v=VIp7gimGk5M,BASIC
508,Aerospace & Aviation,Introduction to Aircraft Design,Module 14: Flaps as High Lift Devices,Lecture 52 : Drag Estimation of Military Aircraft,https://www.youtube.com/watch?v=ngi3FWpA70U,BASIC
509,Aerospace & Aviation,Introduction to Aircraft Design,Module 14: Flaps as High Lift Devices,Lecture 53 : Tutorial on Drag Polar Estimation of Military Aircraft,https://www.youtube.com/watch?v=KTEZylrmXlI,BASIC
510,Aerospace & Aviation,Introduction to Aircraft Design,Module 14: Flaps as High Lift Devices,Lecture 54 : Estimation of Lift Coefficient,https://www.youtube.com/watch?v=hFONicjMD7c,BASIC
511,Aerospace & Aviation,Introduction to Aircraft Design,Module 14: Flaps as High Lift Devices,Lecture 55 : Estimation of Maximum Lift Coefficient,https://www.youtube.com/watch?v=qZl1axWC1B4,BASIC
512,Aerospace & Aviation,Introduction to Aircraft Design,Module 15: Constraint Analysis- Transport Aircraft- Part 01 & 02,Lecture 56 : Flaps as High Lift Devices,https://www.youtube.com/watch?v=YfhUrbltAqo,BASIC
513,Aerospace & Aviation,Introduction to Aircraft Design,Module 15: Constraint Analysis- Transport Aircraft- Part 01 & 02,Lecture 57 : Tutorial on Lift Coefficient Estimation of Transport Aircraft,https://www.youtube.com/watch?v=IcIARpCdSfI,BASIC
514,Aerospace & Aviation,Introduction to Aircraft Design,Module 15: Constraint Analysis- Transport Aircraft- Part 01 & 02,Lecture 58 : Tutorial on Lift Coefficient Estimation of Military Aircraft,https://www.youtube.com/watch?v=ofECyA6vtQk,BASIC
515,Aerospace & Aviation,Introduction to Aircraft Design,Module 15: Constraint Analysis- Transport Aircraft- Part 01 & 02,Lecture 59 : Constraint Analysis- Introductory Remarks,https://www.youtube.com/watch?v=EaXBXos_zpU,BASIC
516,Aerospace & Aviation,Introduction to Aircraft Design,Module 16: Tutorial on Constraint Analysis of Military Aicraft,Lecture 60 : Constraint Analysis- Transport Aircraft- Part-01,https://www.youtube.com/watch?v=DG7lOGZ1hlI,BASIC
517,Aerospace & Aviation,Introduction to Aircraft Design,Module 16: Tutorial on Constraint Analysis of Military Aicraft,Lecture 61 : Constraint Analysis- Transport Aircraft- Part-02,https://www.youtube.com/watch?v=ETHS0Aom-ZU,BASIC
518,Aerospace & Aviation,Introduction to Aircraft Design,Module 16: Tutorial on Constraint Analysis of Military Aicraft,Lecture 62 : Tutorial on Constraint Analysis of Transport Aicraft- Part 01,https://www.youtube.com/watch?v=Mby4RL4zUcc,BASIC
519,Aerospace & Aviation,Introduction to Aircraft Design,Module 17: Cost Estimation in Aircraft Conceptual Design,Lecture 63 : Tutorial on Constraint Analysis of Transport Aicraft- Part 02,https://www.youtube.com/watch?v=dcOlZ0wrCZg,BASIC
520,Aerospace & Aviation,Introduction to Aircraft Design,Module 17: Cost Estimation in Aircraft Conceptual Design,Lecture 64 : Constraint Analysis- Military Aircraft,https://www.youtube.com/watch?v=76_dwNXxUwQ,BASIC
521,Aerospace & Aviation,Introduction to Aircraft Design,Module 17: Cost Estimation in Aircraft Conceptual Design,Lecture 65 : Tutorial on Constraint Analysis of Military Aicraft- Part 01,https://www.youtube.com/watch?v=98WRkkWHmAk,BASIC
522,Aerospace & Aviation,Introduction to Aircraft Design,Module 18: Tutorial on DT&E and Production Cost Estimation of HALE UAV,Lecture 66 : Tutorial on Constraint Analysis of Military Aicraft- Part 02,https://www.youtube.com/watch?v=YVmU7sRMxNs,BASIC
523,Aerospace & Aviation,Introduction to Aircraft Design,Module 18: Tutorial on DT&E and Production Cost Estimation of HALE UAV,Lecture 67 : Refined Sizing,https://www.youtube.com/watch?v=ugYqhurqOJc,BASIC
524,Aerospace & Aviation,Introduction to Aircraft Design,Module 18: Tutorial on DT&E and Production Cost Estimation of HALE UAV,Lecture 68 : Tutorial on Refined Sizing of Jet Fighter Aircraft,https://www.youtube.com/watch?v=TLfZ-TS7GJw,BASIC
525,Aerospace & Aviation,Introduction to Aircraft Design,Module 19: Range Payload Diagram,Lecture 69 : Cost Estimation in Aircraft Conceptual Design,https://www.youtube.com/watch?v=Vq3jDP_9I4s,BASIC
526,Aerospace & Aviation,Introduction to Aircraft Design,Module 19: Range Payload Diagram,Lecture 70 : Aircraft Life Cycle Cost Estimation,https://www.youtube.com/watch?v=p08wA4VQN_U,BASIC
527,Aerospace & Aviation,Introduction to Aircraft Design,Module 19: Range Payload Diagram,Lecture 71 : Tutorial on RDT&E and Production Cost Estimation of Transport Aircraft,https://www.youtube.com/watch?v=2Iyf5vOqfrw,BASIC
528,Aerospace & Aviation,Introduction to Aircraft Design,Module 19: Range Payload Diagram,Lecture 72 : Tutorial on DT&E and Production Cost Estimation of HALE UAV,https://www.youtube.com/watch?v=sXERdJokJ1A,BASIC
529,Aerospace & Aviation,Introduction to Aircraft Design,Module 20: Effect of Gust & Aircraft Loads,Lecture 73 : Estimation of Direct Operating Cost,https://www.youtube.com/watch?v=ESAXkfPHb74,BASIC
530,Aerospace & Aviation,Introduction to Aircraft Design,Module 20: Effect of Gust & Aircraft Loads,Lecture 74 : Fighter Aircraft Life Cycle Cost Estimation Model,https://www.youtube.com/watch?v=zd4Lqkz9Dbo,BASIC
531,Aerospace & Aviation,Introduction to Aircraft Design,Module 20: Effect of Gust & Aircraft Loads,Lecture 75 : Range Payload Diagram- Part-01,https://www.youtube.com/watch?v=rJppxGCwsTI,BASIC
532,Aerospace & Aviation,Introduction to Aircraft Design,Module 20: Effect of Gust & Aircraft Loads,Lecture 76: Range Payload Diagram- Part-02,https://www.youtube.com/watch?v=aT4WHdVOIJ0,BASIC
533,Aerospace & Aviation,Introduction to Aircraft Design,Module 21: Guest Lecture on Air Power & Multi-role Fighter Aircraft,Lecture 77 : Tutorial on Range Payload Diagram of Transport Aircraft,https://www.youtube.com/watch?v=4VwhEnReY3A,BASIC
534,Aerospace & Aviation,Introduction to Aircraft Design,Module 21: Guest Lecture on Air Power & Multi-role Fighter Aircraft,Lecture 78 : Environmental issues in Aircraft Design,https://www.youtube.com/watch?v=KTKTJlCbovc,BASIC
535,Aerospace & Aviation,Introduction to Aircraft Design,Module 21: Guest Lecture on Air Power & Multi-role Fighter Aircraft,Lecture 79 : Limit Manoeuvre Envelope,https://www.youtube.com/watch?v=_-GPAK-3QqQ,BASIC
536,Aerospace & Aviation,Introduction to Aircraft Design,Module 21: Guest Lecture on Air Power & Multi-role Fighter Aircraft,Lecture 80 : Effect of Gust,https://www.youtube.com/watch?v=v1XGNJmUOjQ,BASIC
537,Aerospace & Aviation,Introduction to Aircraft Design,Module 21: Guest Lecture on Air Power & Multi-role Fighter Aircraft,Lecture 81 : Aircraft Loads,https://www.youtube.com/watch?v=WoolUTm7-5g,BASIC
538,Aerospace & Aviation,Introduction to Aircraft Design,Module 21: Guest Lecture on Air Power & Multi-role Fighter Aircraft,Lecture 82 : Tutorial on V-n Diagram of Transport Aircraft,https://www.youtube.com/watch?v=Ps-ayTMeTJg,BASIC
539,Aerospace & Aviation,Introduction to Aircraft Design,Module 21: Guest Lecture on Air Power & Multi-role Fighter Aircraft,Lecture 83 : High Altitude Long Endurance (HALE) Aircraft,https://www.youtube.com/watch?v=3odKG4KJHPY,BASIC
540,Aerospace & Aviation,Introduction to Aircraft Design,Module 21: Guest Lecture on Air Power & Multi-role Fighter Aircraft,Lecture 84 : Morphing of Aircraft Configurations,https://www.youtube.com/watch?v=alX7hj5l2Ow,BASIC
541,Aerospace & Aviation,Introduction to Aircraft Design,Module 21: Guest Lecture on Air Power & Multi-role Fighter Aircraft,Lecture 85 : Guest Lecture on Air Power & Multi-role Fighter Aircraft-Part 01,https://www.youtube.com/watch?v=BEUD3JFY5KA,BASIC
542,Aerospace & Aviation,Introduction to Aircraft Design,Module 21: Guest Lecture on Air Power & Multi-role Fighter Aircraft,Lecture 86 : Guest Lecture on Air Power & Multi-role Fighter Aircraft-Part 02,https://www.youtube.com/watch?v=ukaU3ua5A74,BASIC
603,Aerospace & Aviation,State Space Analysis in Control System and Control Engineering,Module 1: Introduction to State Space Analysis,"State Space Analysis Advantages, Comparison of State Space Analysis & Transfer Function Analysis",https://www.youtube.com/watch?v=PGW2laCpvJ0,BASIC
604,Aerospace & Aviation,State Space Analysis in Control System and Control Engineering,Module 1: Introduction to State Space Analysis,"Basics and Applications of State Space Analysis in Control System, #StateSpaceAnalysis",https://www.youtube.com/watch?v=eDJAI9KRkYU,BASIC
605,Aerospace & Aviation,State Space Analysis in Control System and Control Engineering,Module 1: Introduction to State Space Analysis,"Representation, Terminologies and Equations of State Space Analysis in Control System",https://www.youtube.com/watch?v=llYwZ6D-2Jk,BASIC
606,Aerospace & Aviation,State Space Analysis in Control System and Control Engineering,Module 1: Introduction to State Space Analysis,"State Space Analysis for MIMO System in Control System & Control Engineering, #StateSpaceAnalysis",https://www.youtube.com/watch?v=c1IEWCckLgM,BASIC
607,Aerospace & Aviation,State Space Analysis in Control System and Control Engineering,Module 2: State Space Representation and Terminologies,State Space Analysis to Identify Transfer Function in Control System & Control Engineering,https://www.youtube.com/watch?v=Yk3fQrcnkc8,BASIC
608,Aerospace & Aviation,State Space Analysis in Control System and Control Engineering,Module 2: State Space Representation and Terminologies,State Space Model to Transfer Function Calculation in Control System & Control Engineering,https://www.youtube.com/watch?v=GuIvzps_4RI,BASIC
609,Aerospace & Aviation,State Space Analysis in Control System and Control Engineering,Module 2: State Space Representation and Terminologies,State Space Analysis to find Transfer Function and Block Diagram of System in Control System,https://www.youtube.com/watch?v=YtmoSfEG2QQ,BASIC
610,Aerospace & Aviation,State Space Analysis in Control System and Control Engineering,Module 3: Transfer Function Identification using State Space Analysis,"Transfer Function to State Space Equations in State Space Analysis, #StateSpaceAnalysis",https://www.youtube.com/watch?v=Zo3FNDcaptA,BASIC
611,Aerospace & Aviation,State Space Analysis in Control System and Control Engineering,Module 3: Transfer Function Identification using State Space Analysis,State Space Analysis for Electrical System in Control System & Control Engineering #StateSpaceSystem,https://www.youtube.com/watch?v=Lm86H82z7pE,BASIC
612,Aerospace & Aviation,State Space Analysis in Control System and Control Engineering,Module 4: State Space Analysis for Electrical Systems,State Space Modeling of Differential Equation in Control System & Control Engineering,https://www.youtube.com/watch?v=wGJRGwp9U1o,BASIC
613,Aerospace & Aviation,State Space Analysis in Control System and Control Engineering,Module 4: State Space Analysis for Electrical Systems,"State Space Analysis for Signal Flow Graph, State Equation, Output State Equation",https://www.youtube.com/watch?v=fGudNyzpIGc,BASIC
614,Aerospace & Aviation,State Space Analysis in Control System and Control Engineering,Module 4: State Space Analysis for Electrical Systems,"State Space Analysis for Signal Flow Graph, State Equation, Output Equation, State Transition Matrix",https://www.youtube.com/watch?v=--UmIDqpJXI,BASIC
615,Agriculture,Crop Cultivation Essentials,Module 1: Introduction to Crop Cultivation,Basics of Crop Cultivation,https://www.youtube.com/watch?v=F3uPV8w_iwE,BASIC
616,Agriculture,Crop Cultivation Essentials,Module 2: Solanaceous Crops,Cultivation - Life Cycle of Brinjal,https://www.youtube.com/watch?v=dCtwbOVBwX0,BASIC
617,Agriculture,Crop Cultivation Essentials,Module 2: Solanaceous Crops,Cultivation - Life Cycle of Capsicum,https://www.youtube.com/watch?v=xuqONleE2Qk,BASIC
618,Agriculture,Crop Cultivation Essentials,Module 2: Solanaceous Crops,Cultivation - Life Cycle of Chilly,https://www.youtube.com/watch?v=fiolaBQOz7Q,BASIC
619,Agriculture,Crop Cultivation Essentials,Module 2: Solanaceous Crops,Cultivation - Life Cycle of Tomato,https://www.youtube.com/watch?v=th2leLbzltM,BASIC
620,Agriculture,Crop Cultivation Essentials,Module 3: Cruciferous Crops,Cultivation - Life Cycle of Cabbage,https://www.youtube.com/watch?v=Y3IIsMhl5bo,BASIC
621,Agriculture,Crop Cultivation Essentials,Module 3: Cruciferous Crops,Cultivation - Life Cycle of Cauliflower,https://www.youtube.com/watch?v=otilHAf5JZY,BASIC
622,Agriculture,Crop Cultivation Essentials,Module 3: Cruciferous Crops,Cultivation - Life Cycle of Raddish,https://www.youtube.com/watch?v=JL4c6osajYw,BASIC
623,Agriculture,Crop Cultivation Essentials,Module 4: Cucurbitaceous Crops,Cultivation - Life Cycle of Bitter Gourd,https://www.youtube.com/watch?v=xOk2gdG9iaU,BASIC
624,Agriculture,Crop Cultivation Essentials,Module 4: Cucurbitaceous Crops,Cultivation - Life Cycle of Ridge Gourd,https://www.youtube.com/watch?v=jOzYu7wAIeg,BASIC
625,Agriculture,Crop Cultivation Essentials,Module 4: Cucurbitaceous Crops,Cultivation - Life Cycle of Bottle Gourd,https://www.youtube.com/watch?v=EQjfR5y0uX0,BASIC
626,Agriculture,Crop Cultivation Essentials,Module 5: Cereal Crops,Cultivation - Life Cycle of Maize,https://www.youtube.com/watch?v=lMoL1Hfxk3Q,BASIC
627,Agriculture,Crop Cultivation Essentials,Module 5: Cereal Crops,Cultivation - Life Cycle of Rice,https://www.youtube.com/watch?v=mDE-Xd2J6aA,BASIC
628,Agriculture,Crop Cultivation Essentials,Module 6: Miscellaneous Crops,Cultivation - Life Cycle of Coriander,https://www.youtube.com/watch?v=5cs_pqWAcHY,BASIC
629,Agriculture,Crop Cultivation Essentials,Module 6: Miscellaneous Crops,Cultivation - Life Cycle of Cotton,https://www.youtube.com/watch?v=TbYNf9vY5YU,BASIC
630,Agriculture,Crop Cultivation Essentials,Module 6: Miscellaneous Crops,Cultivation - Life Cycle of Field Beans,https://www.youtube.com/watch?v=uMktfKKeNtw,BASIC
631,Agriculture,Crop Cultivation Essentials,Module 6: Miscellaneous Crops,Cultivation - Life Cycle of Gerbera Flower,https://www.youtube.com/watch?v=gXskpeW8ELA,BASIC
632,Agriculture,Crop Cultivation Essentials,Module 6: Miscellaneous Crops,Cultivation - Life Cycle of Mint Leaves,https://www.youtube.com/watch?v=TGgPU6muasc,BASIC
633,Agriculture,Crop Cultivation Essentials,Module 6: Miscellaneous Crops,Cultivation - Life Cycle of Okra,https://www.youtube.com/watch?v=HqO6Js16Jho,BASIC
634,Agriculture,Crop Cultivation Essentials,Module 6: Miscellaneous Crops,Cultivation - Life Cycle of Papaya,https://www.youtube.com/watch?v=RofPpv6-3yo,BASIC
635,Agriculture,Crop Cultivation Essentials,Module 6: Miscellaneous Crops,Cultivation - Life Cycle of Spinach,https://www.youtube.com/watch?v=JNEgbypt0Js,BASIC
636,Agriculture,Crop Production Fundamentals,Module 1: Introduction to Agriculture and Irrigation,Introduction,https://www.youtube.com/watch?v=3JobwSAvEcw,ADVANCED
637,Agriculture,Crop Production Fundamentals,Module 1: Introduction to Agriculture and Irrigation,Irrigation and irrigation needs,https://www.youtube.com/watch?v=N5V_3WdDvlM,ADVANCED
638,Agriculture,Crop Production Fundamentals,Module 1: Introduction to Agriculture and Irrigation,Source of Irrigation,https://www.youtube.com/watch?v=QAuYq0eKNUw,ADVANCED
639,Agriculture,Crop Production Fundamentals,Module 1: Introduction to Agriculture and Irrigation,Importance of crops and classification,https://www.youtube.com/watch?v=PKNWecbMVWk,ADVANCED
640,Agriculture,Crop Production Fundamentals,Module 1: Introduction to Agriculture and Irrigation,Crop rotation principle,https://www.youtube.com/watch?v=2coxBlazLCw,ADVANCED
641,Agriculture,Crop Production Fundamentals,Module 1: Introduction to Agriculture and Irrigation,Importance of vegetable and classification,https://www.youtube.com/watch?v=Qtqcocpvvds,ADVANCED
642,Agriculture,Crop Production Fundamentals,Module 2: Cereal Crop Production Practices,Paddy crop production,https://www.youtube.com/watch?v=r_lhap2hDdk,ADVANCED
643,Agriculture,Crop Production Fundamentals,Module 2: Cereal Crop Production Practices,Sorghum crop production,https://www.youtube.com/watch?v=cw50MDUNQXc,ADVANCED
644,Agriculture,Crop Production Fundamentals,Module 2: Cereal Crop Production Practices,Pearl millet crop production,https://www.youtube.com/watch?v=UYeEx40J1Y8,ADVANCED
645,Agriculture,Crop Production Fundamentals,Module 2: Cereal Crop Production Practices,Maize crop production,https://www.youtube.com/watch?v=DFWRxCeyNPw,ADVANCED
646,Agriculture,Crop Production Fundamentals,Module 3: Pulses Crop Production Practices,Pigeon pea crop production,https://www.youtube.com/watch?v=ixvJDEFhkoM,ADVANCED
647,Agriculture,Crop Production Fundamentals,Module 3: Pulses Crop Production Practices,Green gram crop production,https://www.youtube.com/watch?v=hKhg3oZfk9M,ADVANCED
648,Agriculture,Crop Production Fundamentals,Module 3: Pulses Crop Production Practices,Black gram crop production,https://www.youtube.com/watch?v=3h92lAGI-yw,ADVANCED
649,Agriculture,Crop Production Fundamentals,Module 3: Pulses Crop Production Practices,Cowpea crop production,https://www.youtube.com/watch?v=orfhJWowJGU,ADVANCED
650,Agriculture,Crop Production Fundamentals,Module 4: Oilseed Crop Production Practices,Groundnut crop production,https://www.youtube.com/watch?v=MbAPl5FGOv8,ADVANCED
651,Agriculture,Crop Production Fundamentals,Module 4: Oilseed Crop Production Practices,Sesame crop production,https://www.youtube.com/watch?v=o-f-AJCvoVU,ADVANCED
652,Agriculture,Crop Production Fundamentals,Module 4: Oilseed Crop Production Practices,Soybean crop production,https://www.youtube.com/watch?v=0U08d4qbwVc,ADVANCED
653,Agriculture,Crop Production Fundamentals,Module 4: Oilseed Crop Production Practices,Sunflower crop production,https://www.youtube.com/watch?v=uMK0Y5wGD7k,ADVANCED
654,Agriculture,Crop Production Fundamentals,Module 5: Fruit Crop Production Practices,Mango crop production,https://www.youtube.com/watch?v=KYx-tIP7dbA,ADVANCED
655,Agriculture,Crop Production Fundamentals,Module 5: Fruit Crop Production Practices,Guava crop production,https://www.youtube.com/watch?v=ZNJfaeXgR1U,ADVANCED
656,Agriculture,Crop Production Fundamentals,Module 5: Fruit Crop Production Practices,Banana crop production,https://www.youtube.com/watch?v=_CyFdcokjMA,ADVANCED
657,Agriculture,Crop Production Fundamentals,Module 5: Fruit Crop Production Practices,Papaya crop production,https://www.youtube.com/watch?v=gJc5H76AWN4,ADVANCED
658,Agriculture,Crop Production Fundamentals,Module 5: Vegetable Crop Production Practices,Tomato crop production,https://www.youtube.com/watch?v=4PTywZ_VWYA,ADVANCED
659,Agriculture,Crop Production Fundamentals,Module 5: Vegetable Crop Production Practices,Brinjal crop production,https://www.youtube.com/watch?v=KzZiWecnPWs,ADVANCED
660,Agriculture,Crop Production Fundamentals,Module 5: Vegetable Crop Production Practices,Chili crop production,https://www.youtube.com/watch?v=ACzFJSlWmMQ,ADVANCED
661,Agriculture,Crop Production Fundamentals,Module 5: Vegetable Crop Production Practices,Okra crop production,https://www.youtube.com/watch?v=JbrcFpbXHgk,ADVANCED
662,Agriculture,Dairy Farmer,Module 1: Introdction,Introduction to Dairy Farming Course,https://www.youtube.com/watch?v=qXvOsfdI4Rg,ADVANCED
663,Agriculture,Dairy Farmer,Module 1: Introdction,How To Start & Succeed In Dairy Farming,https://www.youtube.com/watch?v=N8aFJOmMz3A,ADVANCED
664,Agriculture,Dairy Farmer,Module 1: Introdction,Objectives & Choosing A Breed,https://www.youtube.com/watch?v=4cAIbtwbHS8,ADVANCED
665,Agriculture,Dairy Farmer,Module 1: Introdction,Types of Dairy Cow Breeds,https://www.youtube.com/watch?v=ruKcSppB8ws,ADVANCED
666,Agriculture,Dairy Farmer,Module 1: Introdction,Feeding & Nutrition,https://www.youtube.com/watch?v=-IhLVq44Lhw,ADVANCED
667,Agriculture,Dairy Farmer,"Module 2: Rearing Systems, Milking and Storage",Rearing Systems,https://www.youtube.com/watch?v=-727veSuyJg,ADVANCED
668,Agriculture,Dairy Farmer,"Module 2: Rearing Systems, Milking and Storage",Structures - Housing,https://www.youtube.com/watch?v=LPzueCpyhac,ADVANCED
669,Agriculture,Dairy Farmer,"Module 2: Rearing Systems, Milking and Storage",Recordkeeping,https://www.youtube.com/watch?v=_tju1zf3mdY,ADVANCED
670,Agriculture,Dairy Farmer,"Module 2: Rearing Systems, Milking and Storage",Milking & Milk Safety,https://www.youtube.com/watch?v=snlSUGRtT_o,ADVANCED
671,Agriculture,Dairy Farmer,"Module 2: Rearing Systems, Milking and Storage",Milking Practical,https://www.youtube.com/watch?v=Cx6DD6Js_jc,ADVANCED
672,Agriculture,Dairy Farmer,Module 3: Breeding Fundamentals,Dairy Cattle Breeding Part 1,https://www.youtube.com/watch?v=7WzgCJYcdew,ADVANCED
673,Agriculture,Dairy Farmer,Module 3: Breeding Fundamentals,Dairy Cattle Breeding Part 1,https://www.youtube.com/watch?v=iDKrvDCuHtk,ADVANCED
674,Agriculture,Dairy Farmer,Module 3: Breeding Fundamentals,Dairy Cattle Breeding Part 3,https://www.youtube.com/watch?v=qR1qBQTQvjA,ADVANCED
675,Agriculture,Dairy Farmer,Module 3: Breeding Fundamentals,Dairy Cattle Breeding Part 4,https://www.youtube.com/watch?v=0CGkfwGthUI,ADVANCED
676,Agriculture,Dairy Farmer,Module 3: Breeding Fundamentals,Dairy Cattle Breeding Part 5,https://www.youtube.com/watch?v=jBkS6nTqSIY,ADVANCED
677,Agriculture,Dairy Farmer,Module 3: Breeding Fundamentals,Dairy Cattle Breeding Part 6,https://www.youtube.com/watch?v=XoSS2okKz9Q,ADVANCED
678,Agriculture,Dairy Farmer,Module 4: Cattle Management,Production Life Cycle,https://www.youtube.com/watch?v=vgrtcHkfghg,ADVANCED
679,Agriculture,Dairy Farmer,Module 4: Cattle Management,Calf Management,https://www.youtube.com/watch?v=mWdnBYkXdJw,ADVANCED
680,Agriculture,Dairy Farmer,Module 4: Cattle Management,Heifer Management,https://www.youtube.com/watch?v=96zIzkI12io,ADVANCED
681,Agriculture,Dairy Farmer,Module 4: Cattle Management,Pests & Diseases,https://www.youtube.com/watch?v=HB5JSJOJb6c,ADVANCED
682,Agriculture,Dairy Farmer,Module 5: Markets and Economics,Markets & Economics,https://www.youtube.com/watch?v=l6qIVFCI8PY,ADVANCED
683,Agriculture,Dairy Farmer,Module 5: Markets and Economics,Farm Tour Part 1,https://www.youtube.com/watch?v=TPOzAlruZQI,ADVANCED
684,Agriculture,Dairy Farmer,Module 5: Markets and Economics,Farm Tour Part 2,https://www.youtube.com/watch?v=PDpSjM28_X0,ADVANCED
685,Agriculture,Dairy Farmer,Module 6: Preparing for interviews,Expert Interview,https://www.youtube.com/watch?v=rHVan-obDPY,ADVANCED
686,Agriculture,Dairy Farmer,Module 6: Preparing for interviews,Farmer Interview,https://www.youtube.com/watch?v=FNcQMZzYyC4,ADVANCED
687,Agriculture,Geographic Information Systems(GIS) in Ag-Essentials and Applications,Module 01: Introduction to Agricultural GIS,Introduction,https://www.youtube.com/watch?v=hIHeRJAfyks,ADVANCED
688,Agriculture,Geographic Information Systems(GIS) in Ag-Essentials and Applications,Module 02: Our Agriculture Practices and Lessons,Our Agriculture Practices and Lessons,https://www.youtube.com/watch?v=N_9-ewwdsFI,ADVANCED
689,Agriculture,Geographic Information Systems(GIS) in Ag-Essentials and Applications,Module 02: Our Agriculture Practices and Lessons,Climate and Scale of Change,https://www.youtube.com/watch?v=twjsWkb19QM,ADVANCED
690,Agriculture,Geographic Information Systems(GIS) in Ag-Essentials and Applications,Module 02: Our Agriculture Practices and Lessons,Course Corrections,https://www.youtube.com/watch?v=qE48Qdz7Ikw,ADVANCED
691,Agriculture,Geographic Information Systems(GIS) in Ag-Essentials and Applications,Module 02: Our Agriculture Practices and Lessons,Modified Agriculture - Precision Agriculture,https://www.youtube.com/watch?v=0cHig9xpQGE,ADVANCED
692,Agriculture,Geographic Information Systems(GIS) in Ag-Essentials and Applications,Module 02: Our Agriculture Practices and Lessons,Modified Agriculture Practice - Climate Smart Agriculture,https://www.youtube.com/watch?v=9l6taVlFTNE,ADVANCED
693,Agriculture,Geographic Information Systems(GIS) in Ag-Essentials and Applications,Module 03: GIS Data Acquisition and Management,Maps and Information in Practice,https://www.youtube.com/watch?v=9gNa6VjMzUI,ADVANCED
694,Agriculture,Geographic Information Systems(GIS) in Ag-Essentials and Applications,Module 03: GIS Data Acquisition and Management,Geographical Information System (GIS),https://www.youtube.com/watch?v=sZmPbMdUXKI,ADVANCED
695,Agriculture,Geographic Information Systems(GIS) in Ag-Essentials and Applications,Module 03: GIS Data Acquisition and Management,Types of input,https://www.youtube.com/watch?v=qhVXbrX3a2g,ADVANCED
