Unnamed: 0,sector,name of course,module_name,Video Title,video_link_to_embed,BASIC_ADVANCED
15150,"Rubber, Chemical and Petrochemical",Instrumentation & Process Control,Module 8: Controllers,L 30 | Controllers - 05 | Instrumentation & Process Control #GATE2022,https://www.youtube.com/watch?v=VRPLd6qJ1_A,BASIC
15151,"Rubber, Chemical and Petrochemical",Instrumentation & Process Control,Module 8: Controllers,L 31 | Controllers - 06 | Instrumentation & Process Control #GATE2022,https://www.youtube.com/watch?v=dy1v3ptBZeU,BASIC
15152,"Rubber, Chemical and Petrochemical",Instrumentation & Process Control,Module 8: Controllers,L 32 | Controllers - 07 | Instrumentation & Process Control #GATE2022,https://www.youtube.com/watch?v=K2mNwDz8q60,BASIC
15153,"Rubber, Chemical and Petrochemical",Instrumentation & Process Control,Module 9: Controllers,L 33 | Controllers - 08 | Instrumentation & Process Control #GATE2022 | Manish Rajput,https://www.youtube.com/watch?v=Fxxd3arz3K0,BASIC
15154,"Rubber, Chemical and Petrochemical",Instrumentation & Process Control,Module 9: Controllers,L 34 | Stability Analysis - 01 (Routh Array Method) | Instrumentation & Process Control #GATE2022,https://www.youtube.com/watch?v=oVbTv2E8p1k,BASIC
15155,"Rubber, Chemical and Petrochemical",Instrumentation & Process Control,Module 9: Controllers,L 35 | Stability Analysis - 02 (Routh Array Method) | Instrumentation & Process Control #GATE2022,https://www.youtube.com/watch?v=kHmwvY3I0e8,BASIC
15156,"Rubber, Chemical and Petrochemical",Instrumentation & Process Control,Module 9: Controllers,L 36 | Stability Analysis - 03 | Instrumentation & Process Control #GATE2022 | Manish Rajput,https://www.youtube.com/watch?v=ZYFsFqfl6fM,BASIC
15157,"Rubber, Chemical and Petrochemical",Instrumentation & Process Control,Module 10: Frequency Response Analysis,L 37 | Frequency Response Analysis -01 | Instrumentation & Process Control #GATE2022 | Manish Rajput,https://www.youtube.com/watch?v=zkiHWcFdD0I,BASIC
15158,"Rubber, Chemical and Petrochemical",Instrumentation & Process Control,Module 10: Frequency Response Analysis,L 38 | Frequency Response Analysis -02 | Instrumentation & Process Control #GATE2022 | Manish Rajput,https://www.youtube.com/watch?v=bnPIrTjwKq8,BASIC
15159,"Rubber, Chemical and Petrochemical",Instrumentation & Process Control,Module 10: Frequency Response Analysis,L 39 | Frequency Response Analysis -03 | Instrumentation & Process Control #GATE2022 | Manish Rajput,https://www.youtube.com/watch?v=eiZ3tBMUFLM,BASIC
15160,"Rubber, Chemical and Petrochemical",Instrumentation & Process Control,Module 10: Frequency Response Analysis,L 40 | Frequency Response Analysis -04 | Instrumentation & Process Control #GATE2022 | Manish Rajput,https://www.youtube.com/watch?v=jdp-d322UqA,BASIC
15161,"Rubber, Chemical and Petrochemical",Instrumentation & Process Control,Module 11: Frequency Response Analysis,L 41 | Frequency Response Analysis -05 | Instrumentation & Process Control #GATE2022 | Manish Rajput,https://www.youtube.com/watch?v=VS9LHDPR184,BASIC
15162,"Rubber, Chemical and Petrochemical",Instrumentation & Process Control,Module 11: Frequency Response Analysis,L 42 | Frequency Response Analysis -06 | Instrumentation & Process Control #GATE2022 | Manish Rajput,https://www.youtube.com/watch?v=EtayYrjdxQI,BASIC
15163,"Rubber, Chemical and Petrochemical",Instrumentation & Process Control,Module 11: Frequency Response Analysis,L 43 | Frequency Response Analysis -07 | Instrumentation & Process Control #GATE2022 | Manish Rajput,https://www.youtube.com/watch?v=H9-eZJjtDZE,BASIC
15164,"Rubber, Chemical and Petrochemical",Instrumentation & Process Control,Module 11: Frequency Response Analysis,L 44 | Frequency Response Analysis -08 | Instrumentation & Process Control #GATE2022 | Manish Rajput,https://www.youtube.com/watch?v=dJsfUMfkTJg,BASIC
15165,"Rubber, Chemical and Petrochemical",Instrumentation & Process Control,Module 11: Frequency Response Analysis,L 45 | Frequency Response Analysis -09 | Instrumentation & Process Control #GATE2022 | Manish Rajput,https://www.youtube.com/watch?v=aJVS32gxaq4,BASIC
15166,"Rubber, Chemical and Petrochemical",Instrumentation & Process Control,Module 12: Controller Tunning Methods,L 46 | Controller Tunning Methods -01 | Instrumentation & Process Control #GATE2022 | Manish Rajput,https://www.youtube.com/watch?v=1yZMsuUnB5k,BASIC
15167,"Rubber, Chemical and Petrochemical",Instrumentation & Process Control,Module 12: Controller Tunning Methods,L 47 | Controller Tunning Methods -02 | Instrumentation & Process Control #GATE2022 | Manish Rajput,https://www.youtube.com/watch?v=RKvA6XLNhU4,BASIC
15168,"Rubber, Chemical and Petrochemical",Instrumentation & Process Control,Module 12: Controller Tunning Methods,L 48 | Feed Forward Control System | Instrumentation & Process Control #GATE2022 | Manish Rajput,https://www.youtube.com/watch?v=n04zhGq8NIg,BASIC
15169,"Rubber, Chemical and Petrochemical",Instrumentation & Process Control,Module 12: Controller Tunning Methods,L 49 | Cascade Control | Instrumentation & Process Control #GATE2022 | Manish Rajput,https://www.youtube.com/watch?v=gSXzVf1TeR4,BASIC
15170,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 1: Introduction to Materials Science,1.1 Introduction,https://www.youtube.com/watch?v=KMcsjCXfLQw,BASIC
15171,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 1: Introduction to Materials Science,1.2 Crystal geometry,https://www.youtube.com/watch?v=KilQCJNucUw,BASIC
15172,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 1: Introduction to Materials Science,1.3 Unit cell,https://www.youtube.com/watch?v=ZmfxnA4H2MQ,BASIC
15173,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 1: Introduction to Materials Science,1.4 Classification of latices,https://www.youtube.com/watch?v=J8Bo9BHxesE,BASIC
15174,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 2: Crystal Structures,1.5 Gaps in Bravais lattices,https://www.youtube.com/watch?v=Qz8QbRUdO8s,BASIC
15175,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 2: Crystal Structures,Symmetry I,https://www.youtube.com/watch?v=6w4jjiC_vTc,BASIC
15176,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 2: Crystal Structures,Symmetry II,https://www.youtube.com/watch?v=46M4EBoZMvk,BASIC
15177,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 2: Crystal Structures,Classification of lattices on the basis of symmetry,https://www.youtube.com/watch?v=n_5aAVB-xKA,BASIC
15178,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 3: Symmetry in Crystals,A symmetry based approach to Bravais lattices,https://www.youtube.com/watch?v=5_FmJgp6sMQ,BASIC
15179,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 3: Symmetry in Crystals,Miller Indices of Directions,https://www.youtube.com/watch?v=mc-VocwArHY,BASIC
15180,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 4: Miller Indices and Crystallographic Directions,Miller Indices for Planes,https://www.youtube.com/watch?v=1vsNxkdlcXw,BASIC
15181,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 4: Miller Indices and Crystallographic Directions,Miller Indices for a plane and its normal in Cubic Crystal,https://www.youtube.com/watch?v=6AfsN4R7ARQ,BASIC
15182,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 4: Miller Indices and Crystallographic Directions,Weiss Zone law and its applications,https://www.youtube.com/watch?v=gq6piKyyAQo,BASIC
15183,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 4: Miller Indices and Crystallographic Directions,Inter-planar spacing,https://www.youtube.com/watch?v=xIuuTSJ5Dws,BASIC
15184,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 5: X-ray Diffraction and Bragg's Law,Braggs Law,https://www.youtube.com/watch?v=migIuUWtSHc,BASIC
15185,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 5: X-ray Diffraction and Bragg's Law,16: Close-packing of Hard Spheres,https://www.youtube.com/watch?v=eSdadhSfObc,BASIC
15186,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 6: Close-Packed Structures,17 ABAB stacking: Hexagonal Close-Packed (HCP) structure,https://www.youtube.com/watch?v=mdDu2iQtRSU,BASIC
15187,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 6: Close-Packed Structures,Lattice and motif of HCP crystals,https://www.youtube.com/watch?v=cEiqAqcBjrg,BASIC
15188,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 6: Close-Packed Structures,c/a ratio of an ideal HCP crystal,https://www.youtube.com/watch?v=MZD8BsvZhkY,BASIC
15189,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 6: Close-Packed Structures,ABCABC stacking: Cubic Close-packing (CCP),https://www.youtube.com/watch?v=VTjNDaxmhHk,BASIC
15190,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 6: Close-Packed Structures,Voids in close-packed structures,https://www.youtube.com/watch?v=JRoedz74UeQ,BASIC
15191,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 7: Solid Solutions and Alloys,Solid solutions I,https://www.youtube.com/watch?v=yZXhq-7mmvA,BASIC
15192,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 7: Solid Solutions and Alloys,Solid solutions II,https://www.youtube.com/watch?v=OVtMWt67WGo,BASIC
15193,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 7: Solid Solutions and Alloys,Hume-Rothery rules,https://www.youtube.com/watch?v=jqjVC9R4FFk,BASIC
15194,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 7: Solid Solutions and Alloys,Ordered and Disordered Solid Solutions,https://www.youtube.com/watch?v=hPEa6DwcnRs,BASIC
15195,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 8: Carbon-Based Materials,Graphene,https://www.youtube.com/watch?v=6Ersmuhd7ds,BASIC
15196,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 8: Carbon-Based Materials,Structure of graphite,https://www.youtube.com/watch?v=hv9TkTxGROk,BASIC
15197,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 8: Carbon-Based Materials,Structure of diamond,https://www.youtube.com/watch?v=gl_aIivm3sM,BASIC
15198,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 8: Carbon-Based Materials,Carbon Nanotubes (CNT),https://www.youtube.com/watch?v=XoBeu2LGL5E,BASIC
15199,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 8: Carbon-Based Materials,Buckminsterfullerene (C60),https://www.youtube.com/watch?v=utTzOrOpZpw,BASIC
15200,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 9: Ionic Solids,Ionic solids,https://www.youtube.com/watch?v=Ix9gohFbA40,BASIC
15201,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 9: Ionic Solids,NaCl,https://www.youtube.com/watch?v=sPIKN-4RHWI,BASIC
15202,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 9: Ionic Solids,CsCl,https://www.youtube.com/watch?v=seFkoNvHf-c,BASIC
15203,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 9: Ionic Solids,ZnS,https://www.youtube.com/watch?v=ALrVZgg8UTg,BASIC
15204,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 9: Ionic Solids,BCC vs CsCl,https://www.youtube.com/watch?v=zmyHtkK6CSk,BASIC
15205,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 10: Amorphous Solids and Polymers,Amorphous Solids,https://www.youtube.com/watch?v=5O2uyMut_Fw,BASIC
15206,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 10: Amorphous Solids and Polymers,Polymers,https://www.youtube.com/watch?v=7AWQyFr_GLA,BASIC
15207,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 10: Amorphous Solids and Polymers,Vinyl Polymers,https://www.youtube.com/watch?v=V5D0L6R3tR4,BASIC
15208,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 10: Amorphous Solids and Polymers,Thermoplasts and Thermosets,https://www.youtube.com/watch?v=-6zssQ095Fk,BASIC
15209,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 10: Amorphous Solids and Polymers,Tacticity,https://www.youtube.com/watch?v=D1qiU9x4ZQc,BASIC
15210,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 10: Amorphous Solids and Polymers,Copolymers,https://www.youtube.com/watch?v=OKqlx0OfaB8,BASIC
15211,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 10: Amorphous Solids and Polymers,Crystallinity in Polymers,https://www.youtube.com/watch?v=o5chWCtp12E,BASIC
15212,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 11: Defects in Crystals,Defects in Crystals,https://www.youtube.com/watch?v=ecn8bPDV6Sc,BASIC
15213,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 11: Defects in Crystals,Vacancies,https://www.youtube.com/watch?v=MvRZ6DynZT0,BASIC
15214,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 12: Dislocations,Edge dislocation: Half plane,https://www.youtube.com/watch?v=ViRvrf2V1OI,BASIC
15215,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 12: Dislocations,Edge dislocation: Slip,https://www.youtube.com/watch?v=nFMs73Zurmo,BASIC
15216,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 12: Dislocations,Characteristic vectors of a dislocation,https://www.youtube.com/watch?v=C5xLNXdI52E,BASIC
15217,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 12: Dislocations,"Edge, screw and mixed dislocations",https://www.youtube.com/watch?v=1aFgLJcVyaQ,BASIC
15218,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 12: Dislocations,Screw dislocations,https://www.youtube.com/watch?v=2ICZW0eJltg,BASIC
15219,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 12: Dislocations,Burgers circuit,https://www.youtube.com/watch?v=Sau72_4DRCY,BASIC
15220,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 12: Dislocations,Elastic energy of a dislocation line,https://www.youtube.com/watch?v=XBqUh_AqNgw,BASIC
15221,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 12: Dislocations,Burgers vector: Shortest lattice translation,https://www.youtube.com/watch?v=uhmUCi-DdQY,BASIC
15222,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 12: Dislocations,Burgers vector of a dislocation is constant along the line,https://www.youtube.com/watch?v=TjKao1H1De0,BASIC
15223,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 12: Dislocations,Dislocation cannot end abruptly in a crystal: Free surface,https://www.youtube.com/watch?v=WgSx1mZjki4,BASIC
15224,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 12: Dislocations,Dislocation cannot end abruptly in a crystal: Grain boundaries,https://www.youtube.com/watch?v=HBjM5GQg3C4,BASIC
15225,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 12: Dislocations,Dislocation cannot end abruptly in a crystal: Dislocation nodes,https://www.youtube.com/watch?v=xKs5Ckz7JyM,BASIC
15226,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 12: Dislocations,MSE 57: Dislocation cannot end abruptly in a crystal: Dislocation loop,https://www.youtube.com/watch?v=5Dm6UDkJQHM,BASIC
15227,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 12: Dislocations,Dislocation motion,https://www.youtube.com/watch?v=oZvFc9DtLdk,BASIC
15228,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 12: Dislocations,MSE Video 59: 2D Defects: Surfaces or Interfaces,https://www.youtube.com/watch?v=MUuJ9rODcXE,BASIC
15229,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 13: Surfaces and Interfaces,Free surface or external surface of a crystal,https://www.youtube.com/watch?v=qRmoV9i2t3M,BASIC
15230,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 13: Surfaces and Interfaces,Stacking Faults,https://www.youtube.com/watch?v=IsL_aLmqcLM,BASIC
15231,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 13: Surfaces and Interfaces,Twin boundary,https://www.youtube.com/watch?v=va5KbR0fCHg,BASIC
15232,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 13: Surfaces and Interfaces,Grain Boundary,https://www.youtube.com/watch?v=mQOafZRdOjA,BASIC
15233,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 13: Surfaces and Interfaces,Small Angle Symmetric Tilt Boundary,https://www.youtube.com/watch?v=U_jDBuZGx_E,BASIC
15234,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 14: Phase Diagrams,Ball bearing model to demonstrate defects in crystals,https://www.youtube.com/watch?v=rXkgkZrz51s,BASIC
15235,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 14: Phase Diagrams,Phase diagrams: Introduction,https://www.youtube.com/watch?v=BJrTZ07bHm4,BASIC
15236,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 14: Phase Diagrams,Phases and components,https://www.youtube.com/watch?v=m6bnBrUKt-Q,BASIC
15237,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 14: Phase Diagrams,Uses of phase diagrams,https://www.youtube.com/watch?v=a2dd8rXHcyY,BASIC
15238,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 14: Phase Diagrams,Phases present in the system,https://www.youtube.com/watch?v=bgpBJcIlrY4,BASIC
15239,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 14: Phase Diagrams,Composition of phases present in the system,https://www.youtube.com/watch?v=xLiTn5geomo,BASIC
15240,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 14: Phase Diagrams,Proportion of phases present in the system,https://www.youtube.com/watch?v=iPC9MSmvnuw,BASIC
15241,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 15: Eutectic Systems,Microstructure evolution during solidification in isomorphous systems,https://www.youtube.com/watch?v=TIZ2x3oMyOY,BASIC
15242,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 15: Eutectic Systems,Eutectic system,https://www.youtube.com/watch?v=0i_W1X8cdMU,BASIC
15243,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 15: Eutectic Systems,Eutectic reaction,https://www.youtube.com/watch?v=wkcdzP1UmcI,BASIC
15244,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 15: Eutectic Systems,"Eutectic, hypoeutectic and hypereutectic alloys",https://www.youtube.com/watch?v=As0cVG_lwyA,BASIC
15245,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 16: The Iron-Carbon Phase Diagram,Gibbs phase rule,https://www.youtube.com/watch?v=erOKm7wbkJE,BASIC
15246,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 16: The Iron-Carbon Phase Diagram,Fe-C phase diagram,https://www.youtube.com/watch?v=Izhv87GIL4U,BASIC
15247,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 16: The Iron-Carbon Phase Diagram,"Eutectoid, Hypoeutectoid and Hypereutectoid steels",https://www.youtube.com/watch?v=S7GH0FH0wtI,BASIC
15248,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 16: The Iron-Carbon Phase Diagram,Microstructure of a Hypoeutectoid Steel,https://www.youtube.com/watch?v=V9bQew8tVNs,BASIC
15249,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 17: Diffusion,Microstructure of a Hypereutectoid Steel (Contd),https://www.youtube.com/watch?v=finSHMoJIvQ,BASIC
15250,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 17: Diffusion,Diffusion: Introduction,https://www.youtube.com/watch?v=jMiFjoyKshc,BASIC
15251,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 17: Diffusion,Fick's First Law,https://www.youtube.com/watch?v=VdoSff84Wqk,BASIC
15252,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 17: Diffusion,Fick's Second Law,https://www.youtube.com/watch?v=1DfR61pi4Ho,BASIC
15253,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 17: Diffusion,Error function solution of Fick's second law,https://www.youtube.com/watch?v=FkD_rPpIb2Q,BASIC
15254,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 17: Diffusion,Atomic Mechanisms of Diffusion,https://www.youtube.com/watch?v=r8zA8SsYTtI,BASIC
15255,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 17: Diffusion,Substitutional Diffusion Revisited,https://www.youtube.com/watch?v=ZHsOf096iFc,BASIC
15256,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 18: Phase Transformations,Diffusion Paths,https://www.youtube.com/watch?v=AEBA5CQhS9Q,BASIC
15257,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 18: Phase Transformations,Steady and Unsteady State Diffusion,https://www.youtube.com/watch?v=JkW0hbHGlrs,BASIC
15258,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 18: Phase Transformations,Phase transformations,https://www.youtube.com/watch?v=vyR82mXAmxw,BASIC
15259,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 18: Phase Transformations,Nucleation,https://www.youtube.com/watch?v=Odw6fGFC6dY,BASIC
15260,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 18: Phase Transformations,Nucleation and capillary rise,https://www.youtube.com/watch?v=AWgDgUw-N6Y,BASIC
15261,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 19: Heat Treatment of Steels,"Nucleation, growth and overall transformation",https://www.youtube.com/watch?v=symExnyQ49M,BASIC
15262,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 19: Heat Treatment of Steels,Time-temperature-transformation (TTT) diagram,https://www.youtube.com/watch?v=wVZkdWEZv80,BASIC
15263,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 19: Heat Treatment of Steels,Homogeneous and heterogeneous nucleation,https://www.youtube.com/watch?v=Od5yT-l7aK4,BASIC
15264,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 19: Heat Treatment of Steels,Heat Treatment of plain carbon steels,https://www.youtube.com/watch?v=8H3TiU-Uks8,BASIC
15265,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 19: Heat Treatment of Steels,TTT diagram of Eutectoid Steels,https://www.youtube.com/watch?v=F0m8gSojLeM,BASIC
15266,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 19: Heat Treatment of Steels,Quenching and Martensite,https://www.youtube.com/watch?v=OFu0fCkIuxU,BASIC
15267,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 19: Heat Treatment of Steels,Austempering and Bainite,https://www.youtube.com/watch?v=dHw9BiSHi34,BASIC
15268,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 19: Heat Treatment of Steels,Tempering,https://www.youtube.com/watch?v=FwM-_aEVrh0,BASIC
15269,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 19: Heat Treatment of Steels,Residual Stresses and Quench Cracks,https://www.youtube.com/watch?v=-IsH4dsjO4w,BASIC
15270,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 19: Heat Treatment of Steels,Marquenching or Martempering,https://www.youtube.com/watch?v=_jz0PUBjkms,BASIC
15271,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 20: Mechanical Properties of Materials,TTT diagram of Hypoeutectoid and Hypereutectoid steels,https://www.youtube.com/watch?v=dDtLwChAEaY,BASIC
15272,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 20: Mechanical Properties of Materials,TTT Diagram of Alloy Steel,https://www.youtube.com/watch?v=2k0ONTeXzu8,BASIC
15273,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 21: Plastic Deformation,Hardenability of steels,https://www.youtube.com/watch?v=sKq3but88Qw,BASIC
15274,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 21: Plastic Deformation,Glass Ceramics,https://www.youtube.com/watch?v=vnVPwf2T4Eo,BASIC
15275,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 21: Plastic Deformation,Tensile Test,https://www.youtube.com/watch?v=hnkFR5J_Ifw,BASIC
15276,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 21: Plastic Deformation,Plastic Deformation and Crystal Structure,https://www.youtube.com/watch?v=lWr8fmUGXeE,BASIC
15277,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 21: Plastic Deformation,Shape Change Without Change in Crystal Structure,https://www.youtube.com/watch?v=rp40vugW1YE,BASIC
15278,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 21: Plastic Deformation,Slip,https://www.youtube.com/watch?v=eEK0sZZecFQ,BASIC
15279,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 22: Strengthening Mechanisms,Resolved Shear Stress,https://www.youtube.com/watch?v=yvxDcmvyZes,BASIC
15280,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 22: Strengthening Mechanisms,CRSS,https://www.youtube.com/watch?v=cUveAbBL45I,BASIC
15281,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 22: Strengthening Mechanisms,Schmids law,https://www.youtube.com/watch?v=uT-y1zKXO-c,BASIC
15282,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 22: Strengthening Mechanisms,CRSS: Theory vs experiment,https://www.youtube.com/watch?v=bKtau5cOPQ8,BASIC
15283,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 22: Strengthening Mechanisms,Why is experimental CRSS less than theoretical CRSS?,https://www.youtube.com/watch?v=cpI6_GG9N0Y,BASIC
15284,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 23: Age Hardening,Strengthening mechanisms,https://www.youtube.com/watch?v=j9zwMixklTg,BASIC
15285,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 23: Age Hardening,Dislocation density,https://www.youtube.com/watch?v=SYyyjEsXSqY,BASIC
15286,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 23: Age Hardening,Frank-Read source,https://www.youtube.com/watch?v=3zbr9OW7xpI,BASIC
15287,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 24: Annealing and Grain Growth,Strain hardening,https://www.youtube.com/watch?v=effCCaIjeh8,BASIC
15288,"Rubber, Chemical and Petrochemical",Introduction to Materials Science and Engineering,Module 24: Annealing and Grain Growth,Dislocation interaction leading to strain hardening I,https://www.youtube.com/watch?v=4fxUA_Z7JuA,BASIC
