S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,Chemistry,Lecture Collection | Introduction to Chemical Engineering,120hrs 9min,12th,English/Hindi,Module 1: Course Introduction & Basics,Introduction to Chemical Engineering | Lecture 1,https://www.youtube.com/watch?v=WgWNQVdhE9A
2,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,12th,English/Hindi,Module 1: Course Introduction & Basics,Introduction to Chemical Engineering | Lecture 2,https://www.youtube.com/watch?v=nDCCLomrhb4
3,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,12th,English/Hindi,Module 1: Course Introduction & Basics,Introduction to Chemical Engineering | Lecture 3,https://www.youtube.com/watch?v=DZ0WD4t8puE
4,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,12th,English/Hindi,Module 1: Course Introduction & Basics,Introduction to Chemical Engineering | Lecture 4,https://www.youtube.com/watch?v=SJg2clKFRZ8
5,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,12th,English/Hindi,Module 2: Chemical Process Principles,Introduction to Chemical Engineering | Lecture 5,https://www.youtube.com/watch?v=38kB2jTOyug
6,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,12th,English/Hindi,Module 2: Chemical Process Principles,Introduction to Chemical Engineering | Lecture 6,https://www.youtube.com/watch?v=-PU5moAO-_M
7,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,12th,English/Hindi,Module 2: Chemical Process Principles,Introduction to Chemical Engineering | Lecture 7,https://www.youtube.com/watch?v=4mWewYiQv1w
8,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,12th,English/Hindi,Module 3: Fluid Mechanics,Introduction to Chemical Engineering | Lecture 8,https://www.youtube.com/watch?v=wSyGs-tiz6Y
9,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,12th,English/Hindi,Module 3: Fluid Mechanics,Introduction to Chemical Engineering | Lecture 9 (Stanford),https://www.youtube.com/watch?v=pNR4i8bHYpo
10,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,12th,English/Hindi,Module 3: Fluid Mechanics,Introduction to Chemical Engineering | Lecture 10,https://www.youtube.com/watch?v=WUEaZ44GLV4
11,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,12th,English/Hindi,Module 4: Heat Transfer,Introduction to Chemical Engineering | Lecture 11,https://www.youtube.com/watch?v=0AZBOW9KqNU
12,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,12th,English/Hindi,Module 4: Heat Transfer,Introduction to Chemical Engineering | Lecture 12,https://www.youtube.com/watch?v=OpmMQv6clwQ
13,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,12th,English/Hindi,Module 4: Heat Transfer,Introduction to Chemical Engineering | Lecture 13,https://www.youtube.com/watch?v=ZMc4BDtHOzI
14,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,12th,English/Hindi,Module 5: Mass Transfer & Separations,Introduction to Chemical Engineering | Lecture 14,https://www.youtube.com/watch?v=TAm7gMR_C-4
15,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,12th,English/Hindi,Module 5: Mass Transfer & Separations,Introduction to Chemical Engineering | Lecture 15,https://www.youtube.com/watch?v=jgWsZb60z74
16,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,12th,English/Hindi,Module 5: Mass Transfer & Separations,Introduction to Chemical Engineering | Lecture 16,https://www.youtube.com/watch?v=cuRhLSs6EPE
17,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,12th,English/Hindi,Module 6: Chemical Reaction Engineering,Introduction to Chemical Engineering | Lecture 17,https://www.youtube.com/watch?v=kTt9G86K4ME
18,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,12th,English/Hindi,Module 6: Chemical Reaction Engineering,Introduction to Chemical Engineering | Lecture 18,https://www.youtube.com/watch?v=co2ahTDWXig
19,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,12th,English/Hindi,Module 6: Chemical Reaction Engineering,Introduction to Chemical Engineering | Lecture 19,https://www.youtube.com/watch?v=E8I4IDb2xwE
20,Chemistry,Lecture Collection | Introduction to Chemical Engineering,,12th,English/Hindi,Module 6: Chemical Reaction Engineering,Introduction to Chemical Engineering | Lecture 20,https://www.youtube.com/watch?v=xmY4cXb9leQ
